timestamps,Carbon Dioxide concentration,Temperature
1542928342000,382.0,22.33
1542928340957,382.0,22.33
1542928340198,382.0,22.33
1542928339610,382.0,22.33
1542928337898,382.0,22.33
1542928336878,382.0,22.33
1542928336042,382.0,22.33
1542928334840,382.0,22.33
1542928334140,382.0,22.33
1542928332952,382.0,22.33
1542928331757,382.0,22.33
1542928330743,382.0,22.33
1542928329945,382.0,22.33
1542928328745,382.0,22.33
1542928327677,382.0,22.33
1542928326747,382.0,22.33
1542928325841,382.0,22.33
1542928325042,382.0,22.33
1542928323843,382.0,22.33
1542928322655,382.0,22.34
1542928321652,382.0,22.34
1542928320650,382.0,22.34
1542928319744,382.0,22.34
1542928318943,382.0,22.34
1542928317752,382.0,22.34
1542928316648,382.0,22.34
1542928315650,382.0,22.34
1542928314655,382.0,22.34
1542928313647,382.0,22.34
1542928312841,382.0,22.34
1542928311645,382.0,22.34
1542928310644,382.0,22.34
1542928309643,382.0,22.34
1542928308744,382.0,22.34
1542928307951,382.0,22.34
1542928306750,382.0,22.34
1542928305642,382.0,22.34
1542928304641,382.0,22.34
1542928303641,382.0,22.34
1542928302656,382.0,22.34
1542928301841,382.0,22.34
1542928300641,382.0,22.34
1542928299641,382.0,22.34
1542928298646,382.0,22.34
1542928297751,382.0,22.34
1542928297076,382.0,22.34
1542928295748,382.0,22.34
1542928294644,382.0,22.34
1542928293640,382.0,22.34
1542928292640,382.0,22.34
1542928291639,382.0,22.34
1542928291141,382.0,22.34
1542928290314,382.0,22.34
1542928288945,382.0,22.34
1542928287886,382.0,22.34
1542928286866,382.0,22.34
1542928285942,382.0,22.34
1542928284941,382.0,22.34
1542928284213,382.0,22.34
1542928282844,382.0,22.34
1542928282210,382.0,22.34
1542928281041,382.0,22.34
1542928279841,382.0,22.34
1542928278686,382.0,22.34
1542928277939,382.0,22.34
1542928276742,382.0,22.34
1542928275743,382.0,22.34
1542928274948,382.0,22.34
1542928273643,382.0,22.34
1542928272642,382.0,22.34
1542928271640,382.0,22.34
1542928270641,382.0,22.34
1542928269641,382.0,22.34
1542928268840,382.0,22.34
1542928267640,381.0,22.34
1542928266642,381.0,22.34
1542928265642,381.0,22.34
1542928264743,381.0,22.34
1542928263944,381.0,22.34
1542928262746,381.0,22.34
1542928261642,381.0,22.34
1542928260642,381.0,22.34
1542928259641,381.0,22.34
1542928258641,381.0,22.34
1542928257841,381.0,22.34
1542928256641,381.0,22.34
1542928255642,381.0,22.34
1542928254597,381.0,22.34
1542928254114,381.0,22.34
1542928253156,381.0,22.34
1542928251747,381.0,22.34
1542928250641,381.0,22.34
1542928250010,381.0,22.34
1542928249261,381.0,22.34
1542928248313,381.0,22.34
1542928247045,381.0,22.34
1542928245642,380.0,22.34
1542928244563,380.0,22.33
1542928243562,380.0,22.33
1542928242567,380.0,22.33
1542928241560,380.0,22.33
1542928240940,380.0,22.33
1542928239556,380.0,22.33
1542928238556,380.0,22.33
1542928237551,380.0,22.33
1542928236874,380.0,22.33
1542928235853,380.0,22.33
1542928234813,380.0,22.33
1542928234122,380.0,22.33
1542928232795,380.0,22.33
1542928231754,380.0,22.33
1542928230742,380.0,22.33
1542928229742,380.0,22.33
1542928228704,380.0,22.33
1542928227745,380.0,22.33
1542928227211,380.0,22.33
1542928226041,380.0,22.33
1542928224841,380.0,22.33
1542928223641,380.0,22.33
1542928222595,380.0,22.33
1542928221564,380.0,22.33
1542928220542,380.0,22.32
1542928219544,380.0,22.32
1542928218745,380.0,22.32
1542928217544,380.0,22.32
1542928216543,380.0,22.32
1542928215552,380.0,22.32
1542928214641,379.0,22.32
1542928213839,379.0,22.32
1542928212640,379.0,22.32
1542928211542,379.0,22.32
1542928210545,379.0,22.32
1542928209545,379.0,22.32
1542928208553,380.0,22.32
1542928208011,380.0,22.32
1542928206547,380.0,22.31
1542928205553,380.0,22.31
1542928204442,380.0,22.31
1542928203642,380.0,22.31
1542928202842,380.0,22.31
1542928201642,380.0,22.31
1542928200543,380.0,22.31
1542928199543,380.0,22.31
1542928198544,380.0,22.31
1542928197544,380.0,22.31
1542928197012,380.0,22.31
1542928195553,380.0,22.31
1542928194543,380.0,22.31
1542928193549,380.0,22.31
1542928193011,380.0,22.31
1542928191993,380.0,22.31
1542928190642,380.0,22.3
1542928189549,380.0,22.3
1542928188544,380.0,22.3
1542928187544,380.0,22.3
1542928186545,380.0,22.3
1542928185648,380.0,22.3
1542928184545,380.0,22.3
1542928184053,380.0,22.3
1542928183210,380.0,22.3
1542928182046,380.0,22.3
1542928180840,380.0,22.3
1542928179737,380.0,22.3
1542928178941,380.0,22.3
1542928177749,380.0,22.3
1542928177115,380.0,22.3
1542928175946,380.0,22.3
1542928174745,380.0,22.3
1542928173592,380.0,22.3
1542928172560,380.0,22.3
1542928171546,380.0,22.3
1542928170643,380.0,22.3
1542928169846,380.0,22.3
1542928168641,380.0,22.3
1542928167475,380.0,22.3
1542928166467,380.0,22.3
1542928165468,381.0,22.3
1542928164553,381.0,22.3
1542928163753,381.0,22.3
1542928162545,381.0,22.3
1542928161462,381.0,22.3
1542928160461,381.0,22.3
1542928159642,381.0,22.3
1542928158841,381.0,22.3
1542928157641,381.0,22.3
1542928156465,381.0,22.3
1542928155464,381.0,22.3
1542928154454,381.0,22.3
1542928153545,381.0,22.3
1542928152746,381.0,22.3
1542928151545,381.0,22.3
1542928150448,381.0,22.3
1542928149447,381.0,22.3
1542928148445,381.0,22.3
1542928147445,381.0,22.3
1542928146641,381.0,22.3
1542928145441,381.0,22.3
1542928144442,381.0,22.3
1542928143444,381.0,22.3
1542928142913,381.0,22.3
1542928141936,381.0,22.3
1542928140552,381.0,22.3
1542928139442,381.0,22.3
1542928138442,381.0,22.3
1542928137442,381.0,22.3
1542928136445,381.0,22.3
1542928135799,381.0,22.3
1542928134443,381.0,22.3
1542928133442,381.0,22.3
1542928132442,381.0,22.3
1542928131736,381.0,22.3
1542928130746,381.0,22.3
1542928129679,381.0,22.3
1542928129012,381.0,22.3
1542928127650,381.0,22.3
1542928126610,381.0,22.3
1542928125591,381.0,22.3
1542928124642,381.0,22.3
1542928123549,381.0,22.3
1542928122916,381.0,22.3
1542928121535,381.0,22.3
1542928120554,381.0,22.3
1542928119753,381.0,22.3
1542928118548,381.0,22.3
1542928117442,381.0,22.3
1542928116684,381.0,22.3
1542928116116,381.0,22.3
1542928114842,381.0,22.3
1542928113642,381.0,22.3
1542928112443,381.0,22.3
1542928111442,381.0,22.3
1542928110441,381.0,22.3
1542928109546,381.0,22.3
1542928108745,381.0,22.3
1542928107553,381.0,22.3
1542928106442,381.0,22.3
1542928105390,381.0,22.3
1542928104442,381.0,22.3
1542928103443,381.0,22.3
1542928102643,381.0,22.3
1542928101443,381.0,22.3
1542928100389,381.0,22.3
1542928099855,381.0,22.3
1542928099236,381.0,22.3
1542928097998,381.0,22.3
1542928096551,381.0,22.3
1542928095390,381.0,22.3
1542928094390,381.0,22.3
1542928093792,381.0,22.3
1542928093143,381.0,22.3
1542928091889,381.0,22.3
1542928090450,381.0,22.3
1542928089358,381.0,22.3
1542928088360,381.0,22.3
1542928087348,381.0,22.3
1542928086389,381.0,22.3
1542928085758,381.0,22.3
1542928084359,381.0,22.3
1542928083343,381.0,22.3
1542928082343,381.0,22.3
1542928081689,381.0,22.3
1542928080545,382.0,22.3
1542928079659,382.0,22.3
1542928079012,382.0,22.3
1542928077598,382.0,22.3
1542928076590,382.0,22.3
1542928075558,382.0,22.3
1542928074544,382.0,22.29
1542928073535,382.0,22.29
1542928072770,382.0,22.29
1542928072116,382.0,22.29
1542928070841,382.0,22.29
1542928069641,382.0,22.29
1542928068449,382.0,22.29
1542928067389,382.0,22.29
1542928066471,382.0,22.29
1542928065545,382.0,22.29
1542928064750,382.0,22.29
1542928063544,382.0,22.29
1542928062349,382.0,22.29
1542928061344,382.0,22.29
1542928060344,382.0,22.29
1542928059442,382.0,22.29
1542928058642,382.0,22.29
1542928057442,382.0,22.29
1542928056345,382.0,22.29
1542928055343,382.0,22.29
1542928054343,382.0,22.29
1542928053345,382.0,22.29
1542928052545,382.0,22.29
1542928051352,382.0,22.29
1542928050344,382.0,22.29
1542928049344,383.0,22.29
1542928048445,383.0,22.29
1542928047642,383.0,22.29
1542928046442,383.0,22.29
1542928045344,383.0,22.28
1542928044352,383.0,22.28
1542928043352,383.0,22.28
1542928042353,383.0,22.28
1542928041546,383.0,22.28
1542928040354,383.0,22.28
1542928039542,383.0,22.28
1542928038344,383.0,22.28
1542928037917,383.0,22.28
1542928036789,383.0,22.28
1542928035442,383.0,22.28
1542928034343,383.0,22.28
1542928033344,383.0,22.28
1542928032344,383.0,22.28
1542928031347,383.0,22.28
1542928030607,383.0,22.28
1542928029856,383.0,22.28
1542928028991,383.0,22.28
1542928028130,383.0,22.28
1542928026842,383.0,22.28
1542928025642,383.0,22.28
1542928024490,383.0,22.28
1542928023545,383.0,22.28
1542928022857,383.0,22.28
1542928022013,383.0,22.27
1542928020745,383.0,22.27
1542928019545,383.0,22.27
1542928018357,383.0,22.27
1542928017344,383.0,22.27
1542928016346,383.0,22.27
1542928015441,383.0,22.27
1542928014640,383.0,22.27
1542928013442,383.0,22.27
1542928012264,383.0,22.27
1542928011258,383.0,22.27
1542928010257,382.0,22.27
1542928009345,382.0,22.27
1542928008546,382.0,22.27
1542928007352,382.0,22.27
1542928006255,382.0,22.27
1542928005252,382.0,22.27
1542928004252,382.0,22.27
1542928003249,382.0,22.27
1542928002441,382.0,22.27
1542928001246,382.0,22.27
1542928000245,382.0,22.27
1542927999243,382.0,22.27
1542927998353,382.0,22.27
1542927997543,382.0,22.27
1542927996345,382.0,22.27
1542927995241,382.0,22.27
1542927994242,382.0,22.27
1542927993241,382.0,22.27
1542927992245,382.0,22.27
1542927991446,382.0,22.27
1542927990241,382.0,22.27
1542927989243,382.0,22.27
1542927988241,382.0,22.27
1542927987357,382.0,22.27
1542927986697,382.0,22.27
1542927985345,382.0,22.27
1542927984139,382.0,22.27
1542927983247,382.0,22.27
1542927982242,382.0,22.27
1542927981242,382.0,22.27
1542927980587,382.0,22.27
1542927979247,382.0,22.27
1542927978815,382.0,22.28
1542927977481,382.0,22.28
1542927976456,382.0,22.28
1542927975550,382.0,22.28
1542927974396,381.0,22.28
1542927973443,381.0,22.28
1542927972790,381.0,22.28
1542927971921,381.0,22.28
1542927970642,381.0,22.28
1542927969442,381.0,22.28
1542927968283,381.0,22.28
1542927967265,381.0,22.28
1542927966344,381.0,22.28
1542927965353,381.0,22.28
1542927964545,381.0,22.28
1542927963350,381.0,22.28
1542927962242,381.0,22.28
1542927961244,381.0,22.28
1542927960242,381.0,22.28
1542927959248,381.0,22.28
1542927958442,381.0,22.28
1542927957243,381.0,22.28
1542927956243,381.0,22.28
1542927955247,381.0,22.28
1542927954345,381.0,22.28
1542927953546,381.0,22.28
1542927952344,381.0,22.28
1542927951239,381.0,22.28
1542927950241,381.0,22.28
1542927949241,380.0,22.28
1542927948242,380.0,22.28
1542927947443,380.0,22.28
1542927946140,380.0,22.28
1542927945186,380.0,22.28
1542927944240,380.0,22.28
1542927943813,380.0,22.28
1542927942443,380.0,22.28
1542927941344,380.0,22.28
1542927940187,380.0,22.28
1542927939186,380.0,22.28
1542927938186,380.0,22.28
1542927937242,380.0,22.28
1542927936596,380.0,22.28
1542927935241,380.0,22.28
1542927934158,380.0,22.28
1542927933155,380.0,22.28
1542927932151,379.0,22.28
1542927931152,379.0,22.28
1542927930531,379.0,22.28
1542927929149,379.0,22.28
1542927928145,379.0,22.28
1542927927153,379.0,22.28
1542927926445,379.0,22.28
1542927925441,379.0,22.28
1542927924386,379.0,22.28
1542927923386,379.0,22.28
1542927922355,379.0,22.28
1542927921344,379.0,22.28
1542927920329,379.0,22.28
1542927919344,379.0,22.28
1542927918283,379.0,22.28
1542927917263,379.0,22.28
1542927916270,379.0,22.28
1542927915242,379.0,22.28
1542927914442,379.0,22.28
1542927913242,379.0,22.28
1542927912154,379.0,22.28
1542927911145,379.0,22.28
1542927910141,379.0,22.28
1542927909145,379.0,22.28
1542927908345,379.0,22.28
1542927907145,379.0,22.28
1542927906143,379.0,22.28
1542927905143,379.0,22.28
1542927904243,379.0,22.28
1542927903442,379.0,22.28
1542927902242,379.0,22.28
1542927901144,379.0,22.28
1542927900149,379.0,22.28
1542927899151,379.0,22.28
1542927898151,379.0,22.28
1542927897345,379.0,22.28
1542927896154,379.0,22.28
1542927895144,379.0,22.28
1542927894144,379.0,22.28
1542927893242,379.0,22.28
1542927892442,379.0,22.28
1542927891241,379.0,22.28
1542927890142,379.0,22.28
1542927889143,379.0,22.28
1542927888145,379.0,22.28
1542927887144,379.0,22.28
1542927886353,379.0,22.28
1542927885144,379.0,22.28
1542927884144,379.0,22.28
1542927883144,379.0,22.28
1542927882722,379.0,22.28
1542927881585,379.0,22.28
1542927880242,379.0,22.28
1542927879143,379.0,22.28
1542927878143,379.0,22.28
1542927877080,379.0,22.28
1542927876384,379.0,22.28
1542927875345,379.0,22.28
1542927874344,379.0,22.28
1542927873658,379.0,22.28
1542927872813,380.0,22.28
1542927871641,380.0,22.28
1542927870445,380.0,22.28
1542927869243,380.0,22.28
1542927868242,380.0,22.28
1542927867193,380.0,22.28
1542927866189,380.0,22.28
1542927865153,380.0,22.28
1542927864344,380.0,22.28
1542927863152,380.0,22.28
1542927862092,381.0,22.28
1542927861071,381.0,22.28
1542927860055,381.0,22.28
1542927859061,381.0,22.28
1542927858246,381.0,22.28
1542927857053,381.0,22.28
1542927856060,381.0,22.28
1542927855049,381.0,22.28
1542927854183,381.0,22.28
1542927853346,381.0,22.28
1542927852182,381.0,22.28
1542927851045,381.0,22.28
1542927850050,381.0,22.28
1542927849045,381.0,22.28
1542927848044,381.0,22.28
1542927847241,381.0,22.28
1542927846047,381.0,22.28
1542927845042,381.0,22.28
1542927844317,381.0,22.28
1542927843144,381.0,22.28
1542927842350,381.0,22.28
1542927841145,381.0,22.28
1542927840042,381.0,22.28
1542927839043,381.0,22.28
1542927838039,381.0,22.28
1542927837044,381.0,22.28
1542927836242,381.0,22.28
1542927835042,381.0,22.28
1542927834040,381.0,22.28
1542927833042,381.0,22.28
1542927832525,381.0,22.28
1542927831437,381.0,22.28
1542927830392,381.0,22.28
1542927829042,381.0,22.28
1542927828042,381.0,22.28
1542927827282,382.0,22.28
1542927826271,382.0,22.28
1542927825241,382.0,22.28
1542927824201,382.0,22.28
1542927823590,382.0,22.29
1542927822723,382.0,22.29
1542927821545,382.0,22.29
1542927820346,382.0,22.29
1542927819146,382.0,22.29
1542927818092,382.0,22.29
1542927817145,382.0,22.29
1542927816615,382.0,22.29
1542927815442,382.0,22.29
1542927814242,382.0,22.29
1542927813042,382.0,22.29
1542927812042,382.0,22.29
1542927811042,382.0,22.29
1542927810154,382.0,22.29
1542927809346,382.0,22.29
1542927808145,382.0,22.29
1542927807043,382.0,22.29
1542927805939,382.0,22.29
1542927805043,382.0,22.29
1542927804043,382.0,22.29
1542927803242,382.0,22.29
1542927802042,382.0,22.3
1542927801042,382.0,22.3
1542927800042,382.0,22.3
1542927799142,382.0,22.3
1542927798343,382.0,22.3
1542927797144,382.0,22.3
1542927796042,382.0,22.3
1542927795041,382.0,22.3
1542927794042,382.0,22.3
1542927793042,382.0,22.3
1542927792243,382.0,22.3
1542927791043,382.0,22.3
1542927789983,382.0,22.3
1542927788982,382.0,22.3
1542927788519,382.0,22.3
1542927787526,382.0,22.31
1542927786146,382.0,22.31
1542927784982,382.0,22.31
1542927783981,382.0,22.31
1542927782981,382.0,22.31
1542927782043,382.0,22.31
1542927781382,382.0,22.31
1542927780042,382.0,22.31
1542927778954,382.0,22.31
1542927777952,382.0,22.31
1542927776956,382.0,22.31
1542927775950,383.0,22.31
1542927775266,383.0,22.31
1542927774613,383.0,22.31
1542927773243,383.0,22.31
1542927772150,383.0,22.31
1542927771130,383.0,22.31
1542927770145,383.0,22.32
1542927769095,383.0,22.32
1542927768389,383.0,22.32
1542927767716,383.0,22.32
1542927766441,383.0,22.32
1542927765247,383.0,22.32
1542927764043,383.0,22.32
1542927762981,383.0,22.32
1542927761949,383.0,22.32
1542927760950,383.0,22.32
1542927759954,384.0,22.32
1542927759147,384.0,22.32
1542927757953,384.0,22.32
1542927756951,384.0,22.32
1542927755945,384.0,22.32
1542927755042,384.0,22.32
1542927754241,384.0,22.32
1542927753048,384.0,22.32
1542927751945,384.0,22.32
1542927750945,384.0,22.32
1542927750215,384.0,22.32
1542927748950,385.0,22.32
1542927748146,385.0,22.32
1542927746946,385.0,22.32
1542927745945,385.0,22.32
1542927744949,385.0,22.32
1542927744042,385.0,22.32
1542927743242,385.0,22.32
1542927742044,385.0,22.32
1542927740950,385.0,22.33
1542927739944,385.0,22.33
1542927738953,385.0,22.33
1542927737947,385.0,22.33
1542927737149,385.0,22.33
1542927735944,385.0,22.33
1542927734944,385.0,22.33
1542927733943,385.0,22.33
1542927733042,385.0,22.33
1542927732381,385.0,22.33
1542927731042,385.0,22.33
1542927729950,385.0,22.33
1542927728941,385.0,22.33
1542927727944,385.0,22.33
1542927726945,385.0,22.33
1542927726189,385.0,22.33
1542927725182,385.0,22.33
1542927724388,385.0,22.33
1542927723814,385.0,22.33
1542927722442,385.0,22.33
1542927721242,385.0,22.33
1542927720070,385.0,22.33
1542927719050,385.0,22.33
1542927718030,385.0,22.33
1542927716989,386.0,22.33
1542927715982,386.0,22.33
1542927715145,386.0,22.33
1542927713943,386.0,22.33
1542927712945,386.0,22.33
1542927711944,386.0,22.33
1542927711042,386.0,22.33
1542927710251,386.0,22.33
1542927709043,386.0,22.33
1542927707858,386.0,22.33
1542927706855,386.0,22.33
1542927705857,386.0,22.33
1542927704945,386.0,22.33
1542927704147,386.0,22.33
1542927702944,386.0,22.33
1542927701849,385.0,22.33
1542927700852,385.0,22.33
1542927699846,385.0,22.33
1542927698845,385.0,22.33
1542927698042,385.0,22.33
1542927696845,385.0,22.33
1542927695841,384.0,22.33
1542927694842,384.0,22.33
1542927693945,384.0,22.33
1542927693147,384.0,22.33
1542927691946,383.0,22.33
1542927690842,383.0,22.33
1542927689842,383.0,22.33
1542927688841,383.0,22.33
1542927687843,382.0,22.33
1542927686940,382.0,22.33
1542927685843,382.0,22.33
1542927684843,382.0,22.33
1542927684263,382.0,22.33
1542927683639,382.0,22.33
1542927682325,382.0,22.33
1542927681284,382.0,22.33
1542927679846,382.0,22.33
1542927679119,382.0,22.33
1542927678517,382.0,22.33
1542927677346,382.0,22.33
1542927676179,382.0,22.33
1542927675124,382.0,22.33
1542927674078,382.0,22.33
1542927673058,382.0,22.33
1542927672039,382.0,22.33
1542927671146,382.0,22.33
1542927669987,382.0,22.33
1542927668980,382.0,22.33
1542927667997,382.0,22.33
1542927667042,382.0,22.33
1542927666245,382.0,22.33
1542927665042,382.0,22.33
1542927663888,382.0,22.33
1542927662868,382.0,22.33
1542927661857,382.0,22.33
1542927660946,382.0,22.33
1542927660146,382.0,22.33
1542927658947,382.0,22.33
1542927657842,382.0,22.33
1542927656842,382.0,22.33
1542927655842,382.0,22.33
1542927655214,382.0,22.33
1542927654043,382.0,22.33
1542927652840,382.0,22.33
1542927651840,382.0,22.33
1542927650842,382.0,22.33
1542927649946,382.0,22.33
1542927649143,382.0,22.33
1542927647978,382.0,22.33
1542927646779,382.0,22.33
1542927645779,382.0,22.33
1542927644840,382.0,22.33
1542927644145,382.0,22.33
1542927642978,382.0,22.33
1542927641778,382.0,22.33
1542927640782,382.0,22.33
1542927639780,382.0,22.33
1542927638842,382.0,22.33
1542927638042,382.0,22.33
1542927636841,382.0,22.33
1542927635779,382.0,22.33
1542927634779,382.0,22.33
1542927633778,382.0,22.33
1542927632778,382.0,22.33
1542927631944,382.0,22.34
1542927630778,382.0,22.34
1542927629778,382.0,22.34
1542927628748,382.0,22.34
1542927627842,382.0,22.34
1542927627088,382.0,22.34
1542927626068,382.0,22.34
1542927624744,382.0,22.34
1542927623979,382.0,22.34
1542927622997,382.0,22.34
1542927621938,382.0,22.34
1542927620944,382.0,22.34
1542927619922,382.0,22.34
1542927618877,382.0,22.34
1542927617857,382.0,22.34
1542927616841,382.0,22.34
1542927616042,382.0,22.34
1542927614847,382.0,22.34
1542927613779,382.0,22.34
1542927612746,382.0,22.34
1542927611745,382.0,22.34
1542927610748,382.0,22.34
1542927609978,382.0,22.34
1542927608745,382.0,22.34
1542927607778,382.0,22.34
1542927606744,382.0,22.34
1542927605843,382.0,22.34
1542927605043,381.0,22.35
1542927603841,381.0,22.35
1542927602745,381.0,22.35
1542927601744,381.0,22.35
1542927600744,381.0,22.35
1542927599778,380.0,22.35
1542927598946,380.0,22.35
1542927597744,380.0,22.35
1542927596744,380.0,22.35
1542927595743,380.0,22.35
1542927594841,380.0,22.35
1542927594043,380.0,22.35
1542927592841,381.0,22.35
1542927591745,381.0,22.35
1542927590745,381.0,22.35
1542927589746,381.0,22.35
1542927588745,381.0,22.35
1542927587947,381.0,22.35
1542927586747,381.0,22.35
1542927585743,381.0,22.35
1542927584746,381.0,22.35
1542927583843,381.0,22.35
1542927583077,381.0,22.35
1542927582056,381.0,22.35
1542927581333,381.0,22.35
1542927579996,381.0,22.35
1542927578979,381.0,22.35
1542927577995,381.0,22.35
1542927576944,381.0,22.35
1542927575922,381.0,22.35
1542927574922,381.0,22.35
1542927573877,381.0,22.35
1542927572857,381.0,22.35
1542927572043,381.0,22.35
1542927570842,381.0,22.35
1542927569789,381.0,22.35
1542927568778,381.0,22.35
1542927567746,381.0,22.35
1542927566776,381.0,22.35
1542927565977,381.0,22.35
1542927564744,381.0,22.35
1542927563684,381.0,22.35
1542927562672,381.0,22.35
1542927561840,381.0,22.35
1542927561055,381.0,22.35
1542927559845,381.0,22.35
1542927558670,381.0,22.35
1542927557674,381.0,22.35
1542927556666,381.0,22.35
1542927555748,382.0,22.35
1542927554949,382.0,22.35
1542927553851,382.0,22.35
1542927552659,382.0,22.35
1542927551657,382.0,22.35
1542927550843,382.0,22.35
1542927550047,382.0,22.35
1542927548842,382.0,22.35
1542927547655,382.0,22.35
1542927546651,382.0,22.35
1542927545655,382.0,22.35
1542927544746,382.0,22.35
1542927543946,382.0,22.35
1542927542746,382.0,22.35
1542927541645,382.0,22.35
1542927540643,382.0,22.35
1542927539643,382.0,22.35
1542927538642,382.0,22.34
1542927537843,382.0,22.34
1542927536644,382.0,22.34
1542927535642,382.0,22.34
1542927534642,382.0,22.34
1542927533746,382.0,22.34
1542927533025,382.0,22.34
1542927531985,382.0,22.34
1542927530643,382.0,22.34
1542927529642,382.0,22.34
1542927528885,382.0,22.34
1542927527865,382.0,22.34
1542927526845,382.0,22.34
1542927525826,382.0,22.34
1542927524843,382.0,22.34
1542927523947,382.0,22.34
1542927523145,382.0,22.34
1542927521946,382.0,22.34
1542927520746,382.0,22.33
1542927519684,382.0,22.33
1542927518745,382.0,22.33
1542927517846,382.0,22.33
1542927517044,381.0,22.33
1542927515841,381.0,22.33
1542927514643,381.0,22.33
1542927513643,381.0,22.33
1542927512643,381.0,22.33
1542927511775,381.0,22.33
1542927510944,381.0,22.33
1542927509745,381.0,22.33
1542927508642,381.0,22.33
1542927507641,381.0,22.33
1542927506642,380.0,22.33
1542927505643,380.0,22.33
1542927504841,380.0,22.33
1542927503641,380.0,22.33
1542927502643,380.0,22.33
1542927501643,380.0,22.33
1542927500747,380.0,22.33
1542927499946,380.0,22.33
1542927498745,380.0,22.33
1542927497642,380.0,22.33
1542927496642,380.0,22.33
1542927495642,380.0,22.33
1542927494641,380.0,22.33
1542927493843,380.0,22.33
1542927492643,380.0,22.33
1542927491643,380.0,22.33
1542927490642,380.0,22.33
1542927489746,380.0,22.33
1542927489075,380.0,22.33
1542927487743,379.0,22.33
1542927486576,379.0,22.33
1542927485575,379.0,22.33
1542927484575,379.0,22.33
1542927483643,379.0,22.32
1542927483120,379.0,22.32
1542927482320,379.0,22.32
1542927480946,379.0,22.32
1542927479458,379.0,22.32
1542927478457,379.0,22.32
1542927477776,379.0,22.32
1542927476872,379.0,22.32
1542927476218,379.0,22.32
1542927474843,379.0,22.32
1542927473842,379.0,22.32
1542927473043,380.0,22.32
1542927471843,380.0,22.32
1542927470744,380.0,22.32
1542927469745,380.0,22.32
1542927468745,381.0,22.32
1542927467746,382.0,22.32
1542927466945,382.0,22.32
1542927465745,383.0,22.32
1542927464552,383.0,22.32
1542927463545,383.0,22.32
1542927462545,383.0,22.32
1542927461643,383.0,22.32
1542927460847,383.0,22.32
1542927459643,383.0,22.32
1542927458546,383.0,22.32
1542927457546,383.0,22.32
1542927456574,383.0,22.32
1542927455548,383.0,22.32
1542927454745,383.0,22.32
1542927453545,384.0,22.32
1542927452574,384.0,22.32
1542927451546,384.0,22.32
1542927450643,384.0,22.32
1542927449843,384.0,22.32
1542927448649,384.0,22.32
1542927447575,384.0,22.32
1542927446545,384.0,22.32
1542927445545,384.0,22.32
1542927444574,384.0,22.32
1542927443647,384.0,22.32
1542927442544,384.0,22.32
1542927441574,384.0,22.32
1542927440575,384.0,22.32
1542927439644,384.0,22.32
1542927438975,384.0,22.32
1542927437643,384.0,22.32
1542927436575,384.0,22.31
1542927435544,384.0,22.31
1542927434544,384.0,22.31
1542927433574,384.0,22.31
1542927433122,384.0,22.31
1542927432216,384.0,22.31
1542927430878,384.0,22.31
1542927429783,384.0,22.31
1542927428773,384.0,22.31
1542927427844,384.0,22.31
1542927426772,384.0,22.31
1542927425774,384.0,22.31
1542927424746,384.0,22.31
1542927423773,385.0,22.31
1542927422973,385.0,22.31
1542927421773,385.0,22.31
1542927420582,385.0,22.31
1542927419573,385.0,22.31
1542927418546,385.0,22.31
1542927417643,385.0,22.31
1542927416843,385.0,22.3
1542927415642,385.0,22.3
1542927414472,385.0,22.3
1542927413472,385.0,22.3
1542927412478,385.0,22.3
1542927411573,385.0,22.3
1542927410772,385.0,22.3
1542927409572,385.0,22.3
1542927408472,385.0,22.3
1542927407466,385.0,22.3
1542927406643,385.0,22.3
1542927405843,385.0,22.3
1542927404642,385.0,22.29
1542927403460,385.0,22.29
1542927402466,385.0,22.29
1542927401459,385.0,22.29
1542927400571,385.0,22.29
1542927399771,385.0,22.29
1542927398572,385.0,22.29
1542927397460,385.0,22.29
1542927396454,385.0,22.29
1542927395449,385.0,22.29
1542927394448,385.0,22.29
1542927393643,385.0,22.29
1542927392443,385.0,22.28
1542927391445,384.0,22.28
1542927390444,384.0,22.28
1542927389571,384.0,22.28
1542927388971,384.0,22.28
1542927387571,384.0,22.28
1542927386443,384.0,22.28
1542927385572,384.0,22.28
1542927384916,383.0,22.27
1542927383870,383.0,22.27
1542927382850,383.0,22.27
1542927381444,383.0,22.27
1542927380444,383.0,22.27
1542927379771,383.0,22.27
1542927378972,383.0,22.26
1542927377770,383.0,22.26
1542927376718,383.0,22.26
1542927375716,383.0,22.26
1542927374679,383.0,22.26
1542927373668,383.0,22.26
1542927372844,383.0,22.25
1542927371649,383.0,22.25
1542927370620,383.0,22.25
1542927369580,383.0,22.25
1542927368571,383.0,22.25
1542927367577,382.0,22.25
1542927366771,382.0,22.24
1542927365571,382.0,22.24
1542927364480,382.0,22.24
1542927363460,382.0,22.24
1542927362449,382.0,22.24
1542927361442,381.0,22.24
1542927360643,381.0,22.24
1542927359449,381.0,22.23
1542927358444,381.0,22.23
1542927357440,381.0,22.23
1542927356569,381.0,22.23
1542927355769,381.0,22.23
1542927354569,381.0,22.23
1542927353442,381.0,22.23
1542927352444,381.0,22.23
1542927351449,381.0,22.23
1542927350443,381.0,22.23
1542927349643,381.0,22.23
1542927348444,381.0,22.23
1542927347448,381.0,22.22
1542927346443,381.0,22.22
1542927345571,381.0,22.22
1542927344770,381.0,22.22
1542927343570,381.0,22.22
