timestamps,Carbon Dioxide concentration,Temperature
1542994027514,879.0,15.74
1542994026510,879.0,15.74
1542994025571,879.0,15.74
1542994024498,879.0,15.74
1542994023497,879.0,15.74
1542994022496,881.0,15.74
1542994021495,881.0,15.74
1542994020495,885.0,15.74
1542994019518,885.0,15.74
1542994018492,893.0,15.73
1542994017491,893.0,15.73
1542994016491,905.0,15.73
1542994015491,905.0,15.73
1542994014488,921.0,15.73
1542994013486,921.0,15.73
1542994012485,943.0,15.73
1542994011484,964.0,15.73
1542994010483,964.0,15.72
1542994009479,983.0,15.72
1542994008520,983.0,15.72
1542994007478,1002.0,15.72
1542994006475,1002.0,15.72
1542994005480,1031.0,15.72
1542994004475,1031.0,15.72
1542994003687,1063.0,15.72
1542994002475,1063.0,15.72
1542994001472,1083.0,15.71
1542994000325,1083.0,15.71
1542993999317,1092.0,15.71
1542993998322,1092.0,15.71
1542993997478,1098.0,15.71
1542993996314,1098.0,15.71
1542993995305,1103.0,15.71
1542993994304,1103.0,15.71
1542993993302,1107.0,15.71
1542993992303,1107.0,15.71
1542993991368,1108.0,15.71
1542993990298,1108.0,15.71
1542993989553,1108.0,15.7
1542993988533,1108.0,15.7
1542993987494,1107.0,15.7
1542993986475,1107.0,15.7
1542993985475,1106.0,15.7
1542993984483,1105.0,15.7
1542993983619,1105.0,15.7
1542993982419,1103.0,15.69
1542993981373,1103.0,15.69
1542993980368,1101.0,15.69
1542993979505,1101.0,15.69
1542993978419,1101.0,15.69
1542993977486,1098.0,15.69
1542993976887,1098.0,15.69
1542993975475,1095.0,15.69
1542993974419,1095.0,15.69
1542993973356,1091.0,15.69
1542993972619,1091.0,15.69
1542993971326,1087.0,15.68
1542993970308,1087.0,15.68
1542993969369,1084.0,15.68
1542993968284,1084.0,15.68
1542993967273,1082.0,15.68
1542993966275,1082.0,15.68
1542993965276,1080.0,15.68
1542993964474,1080.0,15.68
1542993963274,1078.0,15.68
1542993962274,1078.0,15.68
1542993961274,1077.0,15.68
1542993960151,1077.0,15.68
1542993959274,1077.0,15.68
1542993958369,1076.0,15.68
1542993957273,1076.0,15.67
1542993956274,1075.0,15.67
1542993955274,1075.0,15.67
1542993954280,1073.0,15.67
1542993953474,1073.0,15.67
1542993952309,1071.0,15.67
1542993951273,1071.0,15.67
1542993950246,1068.0,15.67
1542993949368,1068.0,15.67
1542993948622,1066.0,15.67
1542993947619,1066.0,15.67
1542993946238,1065.0,15.67
1542993945234,1065.0,15.67
1542993944242,1064.0,15.66
1542993943237,1064.0,15.66
1542993942476,1064.0,15.66
1542993941474,1064.0,15.66
1542993940436,1063.0,15.66
1542993939418,1063.0,15.66
1542993938419,1062.0,15.66
1542993937372,1062.0,15.66
1542993936371,1061.0,15.66
1542993935335,1061.0,15.66
1542993934293,1060.0,15.66
1542993933273,1059.0,15.66
1542993932273,1059.0,15.66
1542993931232,1058.0,15.66
1542993930280,1058.0,15.66
1542993929419,1058.0,15.66
1542993928366,1057.0,15.66
1542993927244,1057.0,15.66
1542993926325,1056.0,15.66
1542993925369,1056.0,15.66
1542993924304,1054.0,15.66
1542993923304,1054.0,15.66
1542993922282,1052.0,15.66
1542993921236,1052.0,15.66
1542993920218,1048.0,15.66
1542993919273,1048.0,15.66
1542993918217,1043.0,15.66
1542993917217,1043.0,15.66
1542993916218,1039.0,15.66
1542993915218,1039.0,15.66
1542993914369,1034.0,15.66
1542993913218,1034.0,15.66
1542993912218,1030.0,15.66
1542993911218,1030.0,15.66
1542993910217,1026.0,15.66
1542993909217,1026.0,15.66
1542993908280,1022.0,15.66
1542993907184,1022.0,15.66
1542993906218,1017.0,15.66
1542993905369,1012.0,15.66
1542993904642,1012.0,15.66
1542993903620,1008.0,15.66
1542993902218,1008.0,15.66
1542993901183,1003.0,15.66
1542993900186,1003.0,15.66
1542993899185,998.0,15.66
1542993898185,998.0,15.66
1542993897474,992.0,15.66
1542993896471,992.0,15.66
1542993895079,986.0,15.66
1542993894073,986.0,15.66
1542993893418,980.0,15.66
1542993892382,980.0,15.66
1542993891360,972.0,15.66
1542993890045,972.0,15.66
1542993889281,965.0,15.66
1542993888272,965.0,15.66
1542993887241,960.0,15.66
1542993886276,960.0,15.66
1542993885218,955.0,15.66
1542993884182,955.0,15.66
1542993883162,949.0,15.66
1542993882141,949.0,15.66
1542993881368,949.0,15.66
1542993880168,945.0,15.66
1542993879072,942.0,15.66
1542993878041,941.0,15.66
1542993877319,941.0,15.66
1542993876079,939.0,15.66
1542993875273,939.0,15.66
1542993874085,937.0,15.66
1542993873278,937.0,15.66
1542993872230,937.0,15.66
1542993871217,934.0,15.66
1542993870160,934.0,15.66
1542993869170,930.0,15.66
1542993868017,930.0,15.66
1542993867109,926.0,15.66
1542993866103,926.0,15.66
1542993865073,922.0,15.66
1542993864273,922.0,15.66
1542993863072,918.0,15.66
1542993862021,918.0,15.66
1542993861017,913.0,15.66
1542993860017,913.0,15.66
1542993859017,909.0,15.66
1542993858168,909.0,15.66
1542993857167,904.0,15.66
1542993856101,904.0,15.66
1542993855271,900.0,15.66
1542993854520,900.0,15.66
1542993853480,897.0,15.66
1542993852073,893.0,15.66
1542993851017,893.0,15.66
1542993850485,889.0,15.66
1542993849684,889.0,15.66
1542993848784,889.0,15.66
1542993847381,886.0,15.66
1542993845969,884.0,15.66
1542993844976,884.0,15.66
1542993843970,882.0,15.66
1542993843485,882.0,15.66
1542993842629,882.0,15.66
1542993842179,879.0,15.66
1542993841070,879.0,15.66
1542993840092,877.0,15.66
1542993838217,875.0,15.66
1542993837272,875.0,15.66
1542993836151,873.0,15.67
1542993835131,873.0,15.67
1542993834090,871.0,15.67
1542993833072,871.0,15.67
1542993832072,867.0,15.67
1542993831171,867.0,15.67
1542993830020,864.0,15.67
1542993829016,864.0,15.67
1542993827979,861.0,15.67
1542993827072,861.0,15.67
1542993826272,861.0,15.67
1542993825072,852.0,15.67
1542993823941,852.0,15.67
1542993823236,852.0,15.67
1542993821969,849.0,15.67
1542993820967,847.0,15.68
1542993820167,847.0,15.68
1542993818967,845.0,15.68
1542993818123,845.0,15.68
1542993817015,845.0,15.68
1542993816104,844.0,15.68
1542993815100,844.0,15.68
1542993814072,842.0,15.68
1542993813031,842.0,15.68
1542993812016,840.0,15.68
1542993810962,840.0,15.68
1542993809969,838.0,15.68
1542993809170,838.0,15.68
1542993807974,835.0,15.68
1542993806918,835.0,15.68
1542993805917,832.0,15.68
1542993804913,832.0,15.68
1542993803923,829.0,15.68
1542993803072,829.0,15.68
1542993801912,827.0,15.68
1542993800912,827.0,15.68
1542993799979,825.0,15.68
1542993798970,823.0,15.68
1542993798370,823.0,15.68
1542993796969,822.0,15.68
1542993796183,822.0,15.68
1542993794918,821.0,15.68
1542993793917,821.0,15.68
1542993792927,820.0,15.68
1542993792236,820.0,15.68
1542993790877,820.0,15.68
1542993789873,820.0,15.68
1542993788872,820.0,15.68
1542993788179,820.0,15.68
1542993787170,820.0,15.68
1542993786139,820.0,15.68
1542993785120,820.0,15.68
1542993784079,820.0,15.68
1542993783071,820.0,15.68
1542993782040,820.0,15.68
1542993781073,820.0,15.68
1542993780015,820.0,15.68
1542993778979,820.0,15.68
1542993777959,820.0,15.68
1542993776970,820.0,15.68
1542993776170,820.0,15.68
1542993774968,820.0,15.68
1542993773871,820.0,15.68
1542993772871,820.0,15.68
1542993771871,820.0,15.69
1542993770873,820.0,15.69
1542993770074,820.0,15.69
1542993768872,820.0,15.69
1542993767875,819.0,15.69
1542993766873,819.0,15.69
1542993766383,819.0,15.69
1542993765170,817.0,15.69
1542993763970,817.0,15.69
1542993762873,816.0,15.69
1542993761872,816.0,15.69
1542993760815,815.0,15.69
1542993759873,815.0,15.69
1542993759075,814.0,15.69
1542993758074,814.0,15.69
1542993757384,814.0,15.69
1542993756174,814.0,15.69
1542993754874,814.0,15.7
1542993754074,814.0,15.7
1542993752874,814.0,15.7
1542993751815,814.0,15.7
1542993751110,814.0,15.7
1542993750506,814.0,15.7
1542993749329,813.0,15.7
1542993747972,813.0,15.7
1542993746782,813.0,15.7
1542993745818,812.0,15.7
1542993744815,812.0,15.7
1542993743878,812.0,15.71
1542993743214,812.0,15.71
1542993741873,811.0,15.71
1542993740814,811.0,15.71
1542993740290,809.0,15.71
1542993739070,809.0,15.71
1542993738168,804.0,15.71
1542993737017,804.0,15.71
1542993736014,797.0,15.72
1542993734978,797.0,15.72
1542993733959,787.0,15.72
1542993732939,787.0,15.72
1542993732073,775.0,15.73
1542993730878,775.0,15.73
1542993729869,763.0,15.73
1542993728838,763.0,15.73
1542993727819,754.0,15.73
1542993726814,754.0,15.73
1542993725970,744.0,15.74
1542993724986,744.0,15.74
1542993723769,733.0,15.74
1542993722768,733.0,15.74
1542993721872,720.0,15.74
1542993721073,720.0,15.74
1542993719873,711.0,15.75
1542993718768,704.0,15.75
1542993717771,704.0,15.75
1542993716771,700.0,15.75
1542993715770,700.0,15.75
1542993714969,700.0,15.75
1542993713769,695.0,15.76
1542993712770,695.0,15.76
1542993711771,689.0,15.76
1542993710873,689.0,15.76
1542993710081,681.0,15.76
1542993708872,681.0,15.76
1542993707770,671.0,15.76
1542993706770,671.0,15.76
1542993705769,661.0,15.77
1542993704772,661.0,15.77
1542993704184,649.0,15.77
1542993702773,649.0,15.77
1542993701770,637.0,15.77
1542993700900,637.0,15.77
1542993700385,626.0,15.77
1542993699229,626.0,15.77
1542993697874,617.0,15.78
1542993696770,617.0,15.78
1542993695903,611.0,15.78
1542993694772,611.0,15.78
1542993693770,604.0,15.78
1542993693119,596.0,15.79
1542993691769,596.0,15.79
1542993690704,587.0,15.79
1542993689707,587.0,15.79
1542993688901,581.0,15.8
1542993688082,581.0,15.8
1542993686937,575.0,15.8
1542993685918,575.0,15.8
1542993684877,570.0,15.8
1542993683870,570.0,15.8
1542993682837,566.0,15.81
1542993681971,566.0,15.81
1542993680814,563.0,15.81
1542993679776,563.0,15.81
1542993678757,560.0,15.81
1542993677737,560.0,15.81
1542993676718,558.0,15.82
1542993675871,558.0,15.82
1542993674681,555.0,15.82
1542993673681,555.0,15.82
1542993672683,553.0,15.83
1542993671771,553.0,15.83
1542993670971,553.0,15.83
1542993669769,551.0,15.83
1542993668674,549.0,15.83
1542993667673,547.0,15.83
1542993666687,547.0,15.84
1542993665671,545.0,15.85
1542993664871,545.0,15.85
1542993663672,543.0,15.85
1542993662679,543.0,15.85
1542993661671,540.0,15.86
1542993660770,540.0,15.86
1542993659970,540.0,15.86
1542993658770,538.0,15.86
1542993657672,538.0,15.86
1542993656671,535.0,15.86
1542993655678,535.0,15.86
1542993654674,532.0,15.87
1542993653881,532.0,15.87
1542993652889,529.0,15.87
1542993651890,529.0,15.87
1542993651032,527.0,15.88
1542993650388,527.0,15.88
1542993649136,525.0,15.88
1542993647781,525.0,15.88
1542993646769,523.0,15.88
1542993645702,523.0,15.88
1542993644706,521.0,15.88
1542993643675,521.0,15.88
1542993643025,519.0,15.89
1542993641676,519.0,15.89
1542993640672,517.0,15.89
1542993639673,515.0,15.89
1542993638915,515.0,15.89
1542993637974,515.0,15.89
1542993636868,515.0,15.89
1542993635836,514.0,15.89
1542993634816,514.0,15.89
1542993633811,513.0,15.89
1542993632775,513.0,15.89
1542993631885,512.0,15.89
1542993630735,512.0,15.89
1542993629716,511.0,15.89
1542993628675,511.0,15.89
1542993627769,510.0,15.9
1542993626970,510.0,15.9
1542993625774,508.0,15.9
1542993624611,508.0,15.9
1542993623611,505.0,15.9
1542993622611,505.0,15.9
1542993621685,499.0,15.9
1542993620874,499.0,15.9
1542993619681,492.0,15.9
1542993618611,492.0,15.9
1542993617612,485.0,15.9
1542993616774,485.0,15.9
1542993615969,485.0,15.9
1542993614771,476.0,15.9
1542993613611,467.0,15.9
1542993612577,454.0,15.9
1542993611575,454.0,15.9
1542993610674,454.0,15.9
1542993609881,435.0,15.9
1542993608673,435.0,15.9
1542993607570,407.0,15.9
1542993606579,407.0,15.9
1542993605569,391.0,15.91
1542993604571,391.0,15.91
1542993603770,385.0,15.91
1542993602570,385.0,15.91
1542993601569,385.0,15.91
1542993600975,385.0,15.91
1542993600293,385.0,15.92
1542993599067,385.0,15.92
1542993597673,385.0,15.92
1542993596576,385.0,15.92
1542993595696,385.0,15.92
1542993594963,385.0,15.92
1542993593969,385.0,15.92
1542993592925,385.0,15.92
1542993591569,385.0,15.93
1542993591089,385.0,15.93
1542993589814,385.0,15.93
1542993588811,385.0,15.93
1542993587881,385.0,15.94
1542993586755,385.0,15.94
1542993585735,385.0,15.94
1542993584715,385.0,15.95
1542993583683,385.0,15.95
1542993582666,385.0,15.95
1542993581770,385.0,15.95
1542993580624,385.0,15.95
1542993579610,385.0,15.95
1542993578610,385.0,15.96
1542993577674,385.0,15.96
1542993576875,385.0,15.96
1542993575673,385.0,15.96
1542993574571,385.0,15.96
1542993573571,385.0,15.96
1542993572567,385.0,15.97
1542993571570,385.0,15.97
1542993570770,385.0,15.97
1542993569570,385.0,15.97
1542993568570,385.0,15.98
1542993567570,385.0,15.98
1542993566673,385.0,15.98
1542993565872,385.0,15.98
1542993564673,385.0,15.98
1542993563571,385.0,15.98
1542993562570,385.0,15.99
1542993561569,385.0,15.99
1542993560569,385.0,15.99
1542993559770,385.0,15.99
1542993558570,385.0,15.99
1542993557499,385.0,15.99
1542993556937,385.0,16.0
1542993556310,385.0,16.0
1542993555073,385.0,16.0
1542993553682,385.0,16.0
1542993552494,385.0,16.01
1542993551830,385.0,16.01
1542993551208,385.0,16.01
1542993550009,385.0,16.01
1542993548963,385.0,16.01
1542993547572,385.0,16.01
1542993546483,385.0,16.02
1542993545571,385.0,16.02
1542993544810,385.0,16.02
1542993543879,385.0,16.02
1542993542763,385.0,16.03
1542993541743,385.0,16.03
1542993540987,385.0,16.04
1542993539684,385.0,16.04
1542993538664,385.0,16.04
1542993537771,385.0,16.04
1542993536623,385.0,16.05
1542993535610,385.0,16.06
1542993534610,385.0,16.06
1542993533564,385.0,16.06
1542993532542,385.0,16.06
1542993531683,385.0,16.07
1542993530483,385.0,16.07
1542993529474,385.0,16.07
1542993528476,385.0,16.07
1542993527572,385.0,16.08
1542993526772,385.0,16.08
1542993525572,385.0,16.08
1542993524474,385.0,16.08
1542993523472,385.0,16.09
1542993522475,385.0,16.09
1542993521474,385.0,16.09
1542993520674,385.0,16.09
1542993519476,385.0,16.1
1542993518474,385.0,16.1
1542993517472,385.0,16.1
1542993516571,385.0,16.1
1542993515771,385.0,16.1
1542993514571,385.0,16.1
1542993513475,385.0,16.11
1542993512474,385.0,16.11
1542993511474,385.0,16.11
1542993510474,385.0,16.12
1542993509673,385.0,16.12
1542993508474,385.0,16.12
1542993507473,385.0,16.13
1542993506833,385.0,16.13
1542993506213,386.0,16.13
1542993504963,386.0,16.13
1542993503572,386.0,16.13
1542993502474,386.0,16.13
1542993501569,386.0,16.14
1542993500873,386.0,16.14
1542993499874,386.0,16.14
1542993498832,386.0,16.14
1542993497473,386.0,16.14
1542993496417,386.0,16.14
1542993495470,386.0,16.14
1542993494731,386.0,16.14
1542993493770,386.0,16.15
1542993492672,386.0,16.15
1542993491664,385.0,16.15
1542993490636,385.0,16.15
1542993489613,385.0,16.15
1542993488608,385.0,16.15
1542993487675,385.0,16.15
1542993486552,385.0,16.15
1542993485534,385.0,16.15
1542993484514,385.0,16.16
1542993483570,385.0,16.16
1542993482775,385.0,16.16
1542993481569,385.0,16.16
1542993480412,385.0,16.16
1542993479408,385.0,16.16
1542993478408,385.0,16.16
1542993477474,385.0,16.16
1542993476672,385.0,16.16
1542993475472,385.0,16.16
1542993474408,386.0,16.16
1542993473408,386.0,16.16
1542993472569,386.0,16.16
1542993471769,386.0,16.16
1542993470569,386.0,16.16
1542993469408,386.0,16.16
1542993468378,386.0,16.16
1542993467377,386.0,16.16
1542993466474,386.0,16.16
1542993465681,386.0,16.16
1542993464481,386.0,16.16
1542993463370,387.0,16.16
1542993462834,387.0,16.16
1542993462222,387.0,16.16
1542993461008,387.0,16.16
1542993459570,387.0,16.16
1542993458380,387.0,16.16
1542993457372,387.0,16.16
1542993456738,387.0,16.16
1542993456117,387.0,16.16
1542993454871,387.0,16.16
1542993453474,387.0,16.16
1542993452370,387.0,16.16
1542993451788,387.0,16.16
1542993450812,387.0,16.16
1542993449808,387.0,16.16
1542993448772,386.0,16.16
1542993447371,386.0,16.16
1542993446371,387.0,16.16
1542993445370,387.0,16.16
1542993444663,387.0,16.16
1542993443674,387.0,16.16
1542993442620,387.0,16.16
1542993441990,387.0,16.16
1542993440608,387.0,16.16
1542993439572,387.0,16.16
1542993438552,387.0,16.17
1542993437575,387.0,16.17
1542993436511,387.0,16.17
1542993435471,387.0,16.17
1542993434463,387.0,16.17
1542993433893,387.0,16.17
1542993432683,387.0,16.17
1542993431474,387.0,16.17
1542993430407,387.0,16.17
1542993429376,387.0,16.17
1542993428371,387.0,16.17
1542993427368,387.0,16.17
1542993426570,387.0,16.17
1542993425375,387.0,16.18
1542993424371,387.0,16.18
1542993423371,387.0,16.18
1542993422474,387.0,16.18
1542993421678,387.0,16.18
1542993420473,387.0,16.18
1542993419371,387.0,16.18
1542993418370,387.0,16.18
1542993417371,387.0,16.19
1542993416372,387.0,16.19
1542993415570,387.0,16.19
1542993414373,387.0,16.19
1542993413369,387.0,16.19
1542993412298,387.0,16.2
1542993411299,387.0,16.2
1542993410682,387.0,16.2
1542993409482,387.0,16.2
1542993408296,387.0,16.21
1542993407292,387.0,16.21
1542993406291,387.0,16.21
1542993405370,387.0,16.22
1542993404572,387.0,16.22
1542993403372,388.0,16.22
1542993402284,388.0,16.22
1542993401286,388.0,16.23
1542993400280,388.0,16.23
1542993399287,388.0,16.23
1542993398475,388.0,16.23
1542993397277,388.0,16.23
1542993396274,388.0,16.23
1542993395303,388.0,16.24
1542993394788,388.0,16.24
1542993393730,388.0,16.24
1542993392370,388.0,16.24
1542993391273,388.0,16.24
1542993390281,388.0,16.24
1542993389272,388.0,16.25
1542993388281,388.0,16.25
1542993387540,388.0,16.25
1542993386520,388.0,16.25
1542993385801,388.0,16.25
1542993384461,388.0,16.26
1542993383462,388.0,16.26
1542993382573,388.0,16.26
1542993381409,388.0,16.27
1542993380409,388.0,16.27
1542993379371,388.0,16.27
1542993378351,388.0,16.28
1542993377330,388.0,16.28
1542993376479,388.0,16.28
1542993375283,388.0,16.28
1542993374275,388.0,16.28
1542993373283,388.0,16.28
1542993372376,388.0,16.28
1542993371572,388.0,16.28
1542993370372,388.0,16.29
1542993369281,388.0,16.29
1542993368278,388.0,16.29
1542993367276,388.0,16.29
1542993366274,388.0,16.29
1542993365484,388.0,16.29
1542993364275,388.0,16.29
1542993363274,388.0,16.29
1542993362282,388.0,16.29
1542993361371,388.0,16.3
1542993360572,388.0,16.3
1542993359370,388.0,16.3
1542993358282,388.0,16.3
1542993357211,388.0,16.3
1542993356208,388.0,16.3
1542993355273,388.0,16.3
1542993354474,388.0,16.3
1542993353273,388.0,16.3
1542993352207,388.0,16.3
1542993351634,388.0,16.3
1542993351005,388.0,16.3
1542993349805,388.0,16.31
1542993348371,388.0,16.31
1542993347205,388.0,16.31
1542993346205,388.0,16.31
1542993345275,388.0,16.31
1542993344273,388.0,16.31
1542993343668,388.0,16.31
1542993342273,388.0,16.31
1542993341205,388.0,16.31
1542993340205,388.0,16.32
1542993339205,388.0,16.32
1542993338605,388.0,16.32
1542993337569,388.0,16.32
1542993336205,388.0,16.32
1542993335205,388.0,16.32
1542993334178,388.0,16.32
1542993333460,388.0,16.32
1542993332380,388.0,16.33
1542993331418,388.0,16.33
1542993330600,388.0,16.33
1542993329405,388.0,16.33
1542993328370,388.0,16.33
1542993327363,388.0,16.33
1542993326371,388.0,16.33
1542993325318,388.0,16.33
1542993324279,388.0,16.33
1542993323268,388.0,16.33
1542993322273,388.0,16.33
1542993321473,388.0,16.33
1542993320273,388.0,16.34
1542993319209,388.0,16.34
1542993318204,388.0,16.34
1542993317169,388.0,16.34
1542993316170,388.0,16.34
1542993315374,388.0,16.34
1542993314172,388.0,16.34
1542993313170,388.0,16.34
1542993312171,388.0,16.34
1542993311274,388.0,16.34
1542993310473,388.0,16.34
1542993309275,388.0,16.34
1542993308171,388.0,16.34
1542993307171,388.0,16.34
1542993306171,388.0,16.34
1542993305171,388.0,16.34
1542993304370,388.0,16.35
1542993303170,388.0,16.35
1542993302170,388.0,16.35
1542993301293,388.0,16.35
1542993300282,388.0,16.35
1542993299482,388.0,16.35
1542993298272,388.0,16.35
1542993297170,388.0,16.35
1542993296169,388.0,16.35
1542993295169,388.0,16.35
1542993294170,388.0,16.35
1542993293371,388.0,16.35
1542993292171,388.0,16.35
1542993291171,388.0,16.35
1542993290169,388.0,16.35
1542993289695,388.0,16.35
1542993288628,388.0,16.35
1542993287280,388.0,16.36
1542993286170,388.0,16.36
1542993285170,388.0,16.36
1542993284169,388.0,16.36
1542993283170,387.0,16.36
1542993282528,387.0,16.36
1542993281169,387.0,16.36
1542993280694,387.0,16.36
1542993279418,387.0,16.36
1542993278408,387.0,16.36
1542993277474,386.0,16.36
1542993276367,386.0,16.36
1542993275348,386.0,16.36
1542993274343,385.0,16.37
1542993273318,385.0,16.37
1542993272308,385.0,16.37
1542993271369,385.0,16.37
1542993270260,385.0,16.37
1542993269260,385.0,16.37
1542993268218,385.0,16.37
1542993267207,385.0,16.37
1542993266478,385.0,16.37
1542993265271,385.0,16.38
1542993264157,385.0,16.38
1542993263138,385.0,16.38
1542993262118,384.0,16.38
1542993261170,384.0,16.38
1542993260370,384.0,16.38
1542993259170,384.0,16.38
1542993258090,384.0,16.38
1542993257091,384.0,16.38
1542993256080,384.0,16.38
1542993255090,384.0,16.38
1542993254297,384.0,16.38
1542993253076,384.0,16.39
1542993252593,384.0,16.39
1542993251372,384.0,16.39
1542993250078,384.0,16.39
1542993249274,384.0,16.39
1542993248074,384.0,16.39
1542993247073,384.0,16.39
1542993246102,384.0,16.39
1542993245171,384.0,16.39
1542993244370,384.0,16.39
1542993243169,384.0,16.39
1542993242087,384.0,16.39
1542993241070,384.0,16.39
1542993240070,384.0,16.39
1542993239073,384.0,16.39
1542993238273,384.0,16.39
1542993237072,384.0,16.39
1542993236071,384.0,16.39
1542993235100,384.0,16.39
1542993234695,384.0,16.39
1542993233556,384.0,16.39
1542993232168,384.0,16.39
1542993231072,384.0,16.39
1542993230073,384.0,16.4
1542993229073,384.0,16.4
1542993228073,384.0,16.4
1542993227427,384.0,16.4
1542993226071,384.0,16.4
1542993225071,384.0,16.4
1542993224070,384.0,16.4
1542993223346,384.0,16.4
1542993222370,384.0,16.4
1542993221316,384.0,16.4
1542993220278,384.0,16.4
1542993219593,384.0,16.4
1542993218258,384.0,16.4
1542993217221,384.0,16.4
1542993216272,384.0,16.4
1542993215202,384.0,16.4
1542993214166,384.0,16.4
1542993213150,384.0,16.4
1542993212170,384.0,16.4
1542993211370,384.0,16.4
1542993210170,384.0,16.4
1542993209083,384.0,16.4
1542993208082,384.0,16.4
1542993207082,384.0,16.4
1542993206072,384.0,16.4
1542993205277,384.0,16.4
1542993204071,384.0,16.4
1542993203071,384.0,16.4
1542993202169,384.0,16.4
1542993201170,384.0,16.4
1542993200370,384.0,16.41
1542993199170,384.0,16.41
1542993198002,384.0,16.41
1542993197009,383.0,16.41
1542993196072,383.0,16.41
1542993195082,383.0,16.41
1542993194272,383.0,16.41
1542993193081,383.0,16.41
1542993192002,383.0,16.41
1542993191303,383.0,16.41
1542993190170,383.0,16.41
1542993189369,383.0,16.41
1542993188169,383.0,16.41
1542993187001,383.0,16.42
1542993186001,383.0,16.42
1542993185001,382.0,16.42
1542993184080,382.0,16.42
1542993183274,382.0,16.42
1542993182081,382.0,16.42
1542993181013,382.0,16.43
1542993180002,382.0,16.43
1542993179000,382.0,16.43
1542993177975,382.0,16.43
1542993177170,382.0,16.43
1542993175971,382.0,16.43
1542993174971,382.0,16.43
1542993173970,382.0,16.43
1542993173078,382.0,16.44
1542993172406,382.0,16.44
1542993171079,382.0,16.44
1542993169973,382.0,16.44
1542993168973,382.0,16.44
1542993167970,382.0,16.45
1542993166972,382.0,16.45
1542993166495,382.0,16.45
1542993165639,382.0,16.45
1542993164993,382.0,16.45
1542993163201,382.0,16.45
1542993162164,382.0,16.45
1542993161171,382.0,16.46
1542993160124,382.0,16.46
1542993159114,382.0,16.46
1542993158075,382.0,16.46
1542993157076,382.0,16.46
1542993156278,382.0,16.46
1542993155076,382.0,16.47
1542993154005,382.0,16.47
1542993153000,382.0,16.47
1542993152000,382.0,16.47
1542993150970,382.0,16.47
1542993150170,382.0,16.47
1542993148970,382.0,16.47
1542993147970,382.0,16.47
1542993146905,381.0,16.48
1542993146074,381.0,16.48
1542993145282,381.0,16.48
1542993144074,381.0,16.48
1542993142971,381.0,16.48
1543000341214,439.0,11.03
1543000340213,439.0,11.03
1543000339249,439.0,11.03
1543000338249,439.0,11.03
1543000337219,439.0,11.03
1543000336218,439.0,11.03
1543000335217,439.0,11.03
1543000334213,439.0,11.02
1543000333211,439.0,11.02
1543000332211,439.0,11.02
1543000331210,439.0,11.02
1543000330210,439.0,11.02
1543000329208,439.0,11.02
1543000328203,439.0,11.02
1543000327202,439.0,11.02
1543000326201,439.0,11.01
1543000325198,439.0,11.01
1543000324197,439.0,11.01
1543000323196,439.0,11.01
1543000322201,439.0,11.01
1543000321396,439.0,11.01
1543000320203,439.0,11.01
1543000319329,439.0,11.01
1543000318193,439.0,11.01
1543000317192,439.0,11.01
1543000316246,439.0,11.01
1543000315246,439.0,11.01
1543000314247,439.0,11.01
1543000313211,439.0,11.01
1543000312077,439.0,11.0
1543000311192,439.0,11.0
1543000310193,439.0,11.0
1543000309192,439.0,11.0
1543000308193,439.0,11.0
1543000307192,439.0,11.0
1543000306191,439.0,11.0
1543000305192,439.0,11.0
1543000304406,439.0,11.0
1543000303392,439.0,11.0
1543000302392,439.0,11.0
1543000301346,439.0,11.0
1543000300327,440.0,11.0
1543000299306,440.0,11.0
1543000298265,440.0,11.0
1543000297254,440.0,11.0
1543000296248,440.0,11.0
1543000295501,440.0,11.0
1543000294196,440.0,11.0
1543000293192,440.0,11.0
1543000292155,440.0,11.0
1543000291154,440.0,11.0
1543000290153,440.0,11.0
1543000289150,440.0,11.0
1543000288148,440.0,11.0
1543000287147,440.0,11.0
1543000286145,440.0,11.0
1543000285143,440.0,11.0
1543000284142,440.0,11.0
1543000283140,441.0,11.0
1543000282137,441.0,11.0
1543000281136,441.0,11.0
1543000280134,441.0,11.0
1543000279129,441.0,11.0
1543000278128,441.0,11.0
1543000277128,441.0,11.0
1543000276131,441.0,11.0
1543000275126,441.0,11.0
1543000274125,441.0,11.0
1543000273121,441.0,11.0
1543000272125,441.0,11.0
1543000271118,441.0,11.0
1543000270116,441.0,11.0
1543000269115,441.0,11.0
1543000268119,441.0,11.0
1543000267110,441.0,11.0
1543000266244,441.0,11.0
1543000265109,441.0,11.0
1543000264150,441.0,11.0
1543000263130,441.0,11.0
1543000262106,441.0,11.0
1543000261104,441.0,11.0
1543000260105,441.0,11.0
1543000259096,442.0,11.0
1543000258099,442.0,11.0
1543000257099,442.0,11.0
1543000256335,442.0,11.0
1543000255315,442.0,11.0
1543000254294,442.0,11.0
1543000253254,443.0,11.0
1543000252247,443.0,11.0
1543000251244,444.0,11.0
1543000250205,444.0,11.0
1543000249191,444.0,11.0
1543000248189,444.0,11.0
1543000247144,444.0,11.0
1543000246125,444.0,11.0
1543000245105,444.0,11.0
1543000244079,444.0,11.0
1543000243079,445.0,11.0
1543000242077,445.0,11.0
1543000241073,445.0,11.0
1543000240073,445.0,11.0
1543000239073,445.0,11.0
1543000238068,445.0,11.0
1543000237067,445.0,11.0
1543000236066,446.0,11.0
