Timestamps,Temperature_Bench1,Carbon Dioxide concentration_Bench1,Temperature_Ceiling1,is_anomaly,neg_log_anomaly_score
1542970117171,31.28,380.0,41.78,0.0,-8.160781223246476
1542970118208,31.27,380.0,41.78,0.0,-10.806589811018073
1542970120264,31.27,380.0,41.78,0.0,-10.805645438100683
1542970120264,31.27,380.0,41.78,0.0,-9.911380376100562
1542970122271,31.27,380.0,41.79,0.0,-10.790211387244707
1542970122271,31.27,380.0,41.79,0.0,-7.088578916096445
1542970124332,31.26,380.0,41.79,0.0,-10.821817874318585
1542970124332,31.26,380.0,41.79,0.0,-6.996204220528231
1542970125863,31.25,380.0,41.79,0.0,-10.821548068907612
1542970127009,31.25,380.0,41.79,0.0,-10.817492608446013
1542970127870,31.25,380.0,41.79,0.0,-8.332368704402382
1542970128866,31.24,380.0,41.79,0.0,-10.836846048415259
1542970129911,31.24,380.0,41.79,0.0,-7.6254963154400635
1542970131107,31.23,380.0,41.78,0.0,-10.836415370415972
1542970131107,31.23,380.0,41.78,0.0,-7.010412920226016
1542970133108,31.22,380.0,41.78,0.0,-10.841139371931037
1542970133108,31.22,380.0,41.78,0.0,-7.174143916981409
1542970134875,31.21,380.0,41.78,0.0,-10.834581718804976
1542970136012,31.21,380.0,41.78,0.0,-10.817172811566962
1542970137210,31.21,380.0,41.78,0.0,-10.825528897551397
1542970137210,31.21,380.0,41.78,0.0,-7.119377847856947
1542970139211,31.2,380.0,41.78,0.0,-10.821883063338168
1542970139211,31.2,380.0,41.78,0.0,-6.957765540389125
1542970140916,31.19,380.0,41.77,0.0,-7.8923615259631745
1542970142107,31.18,380.0,41.77,0.0,-10.855579791861107
1542970142107,31.18,380.0,41.77,0.0,-7.1106318138217315
1542970144107,31.17,380.0,41.76,0.0,-10.84464851013249
1542970144107,31.17,380.0,41.76,0.0,-10.811430343293994
1542970145308,31.17,380.0,41.76,0.0,-6.964438333036466
1542970146108,31.16,380.0,41.76,0.0,-7.240764295992898
1542970148211,31.15,380.0,41.76,0.0,-10.829453627301543
1542970148211,31.15,380.0,41.76,0.0,-9.333625400806854
1542970149410,31.15,380.0,41.75,0.0,-7.429286476220169
1542970150263,31.14,380.0,41.75,0.0,-10.832713317585599
1542970151410,31.14,380.0,41.75,0.0,-7.237748374211685
1542970153011,31.13,380.0,41.75,0.0,-7.7430261750747436
1542970154209,31.12,380.0,41.75,0.0,-10.849746328439831
1542970154209,31.12,380.0,41.75,0.0,-6.634705428471103
1542970156209,31.11,380.0,41.73,0.0,-10.845906259925773
1542970156209,31.11,380.0,41.73,0.0,-7.074267190945952
1542970158023,31.1,380.0,41.73,0.0,-10.836402708574463
1542970159106,31.1,380.0,41.73,0.0,-7.848313312555296
1542970160064,31.09,380.0,41.73,0.0,-10.813912565151186
1542970161114,31.09,380.0,41.73,0.0,-6.805115987112328
1542970162124,31.07,380.0,41.72,0.0,-8.090226599036061
1542970163142,31.06,380.0,41.72,0.0,-10.835371093099187
1542970164162,31.06,380.0,41.72,0.0,-6.846086527324266
1542970165209,31.04,380.0,41.71,0.0,-10.835475445818693
1542970165209,31.04,380.0,41.71,0.0,-10.82458685624241
1542970166208,31.04,380.0,41.71,0.0,-6.943554170637036
1542970168264,31.03,380.0,41.7,0.0,-10.814620428322504
1542970168264,31.03,380.0,41.7,0.0,-6.915217063458697
1542970169264,31.01,380.0,41.7,0.0,-10.816743218125003
1542970170314,31.01,380.0,41.7,0.0,-6.74528980514359
1542970172106,31.0,381.0,41.69,0.0,-6.858515110953949
1542970173098,30.98,381.0,41.69,0.0,-9.295205146500786
1542970174149,30.98,381.0,41.68,0.0,-6.972183144629992
1542970175009,30.97,382.0,41.68,0.0,-10.836505587078308
1542970176217,30.97,382.0,41.68,0.0,-10.80554747673841
1542970176217,30.97,382.0,41.68,0.0,-8.035433184116723
1542970178209,30.95,382.0,41.68,0.0,-6.625962166655292
1542970179009,30.94,382.0,41.67,0.0,-10.804261407378704
1542970181108,30.94,382.0,41.67,0.0,-10.822899021980623
1542970181108,30.94,382.0,41.67,0.0,-10.817669573417584
1542970181108,30.94,382.0,41.67,0.0,-10.817732099287392
1542970181108,30.94,382.0,41.67,0.0,-8.117650918580736
1542970183106,30.92,382.0,41.66,0.0,-10.813063080344296
1542970183106,30.92,382.0,41.66,0.0,-10.811424503166863
1542970183106,30.92,382.0,41.66,0.0,-10.815540562863383
1542970183106,30.92,382.0,41.66,0.0,-7.036207072535154
1542970184952,30.91,382.0,41.65,0.0,-10.823212355442893
1542970184952,30.91,382.0,41.65,0.0,-8.221706164062358
1542970186009,30.9,382.0,41.65,0.0,-10.822507003836964
1542970186009,30.9,382.0,41.65,0.0,-10.840087026624262
1542970187209,30.9,382.0,41.65,0.0,-7.320197732544335
1542970188011,30.89,382.0,41.65,0.0,-9.370487225035102
1542970189220,30.89,382.0,41.64,0.0,-6.6650786578978805
1542970190968,30.86,383.0,41.63,0.0,-10.836463498685552
1542970190968,30.86,383.0,41.63,0.0,-10.822593147584701
1542970192107,30.86,383.0,41.63,0.0,-10.83966540266602
1542970192107,30.86,383.0,41.63,0.0,-7.655878238889598
1542970193308,30.85,383.0,41.63,0.0,-10.82291931334236
1542970193308,30.85,383.0,41.63,0.0,-7.160864830615083
1542970195305,30.84,383.0,41.62,0.0,-10.820667257390186
1542970195305,30.84,383.0,41.62,0.0,-6.462988021803813
1542970198219,30.83,382.0,41.61,0.0,-10.812468113401183
1542970198219,30.83,382.0,41.61,0.0,-10.83408225038449
1542970198219,30.83,382.0,41.61,0.0,-10.828573442570669
1542970198219,30.83,382.0,41.61,0.0,-7.747906747567097
1542970199410,30.82,382.0,41.61,0.0,-10.816790140738876
1542970199410,30.82,382.0,41.61,0.0,-6.804828082721767
1542970202064,30.81,382.0,41.6,0.0,-10.82409706312908
1542970202064,30.81,382.0,41.6,0.0,-8.244141159300794
1542970203107,30.8,382.0,41.6,0.0,-10.822710467926564
1542970203107,30.8,382.0,41.6,0.0,-10.829740509010547
1542970204310,30.8,382.0,41.6,0.0,-10.793762078133774
1542970204310,30.8,382.0,41.6,0.0,-7.070595507354148
1542970206307,30.79,382.0,41.6,0.0,-10.810130638158297
1542970206307,30.79,382.0,41.6,0.0,-7.246570148846005
1542970208209,30.78,382.0,41.59,0.0,-7.5647815818305295
1542970209222,30.77,383.0,41.59,0.0,-9.17698688698753
1542970210233,30.77,383.0,41.58,0.0,-8.120233732023888
1542970211265,30.76,383.0,41.58,0.0,-7.032702928328018
1542970213343,30.75,383.0,41.57,0.0,-10.823968811277588
1542970213343,30.75,383.0,41.57,0.0,-10.790211387244707
1542970213343,30.75,383.0,41.57,0.0,-10.818769441630243
1542970213343,30.75,383.0,41.57,0.0,-10.821817874318585
1542970213343,30.75,383.0,41.57,0.0,-10.833716918470202
1542970213343,30.75,383.0,41.57,0.0,-7.845261735661302
1542970215433,30.73,384.0,41.57,0.0,-10.817492608446013
1542970215433,30.73,384.0,41.57,0.0,-7.047957861652756
1542970217465,30.72,384.0,41.56,0.0,-10.836846048415259
1542970217465,30.72,384.0,41.56,0.0,-7.7475312700914545
1542970220228,30.69,385.0,41.55,0.0,-10.836415370415972
1542970220228,30.69,385.0,41.55,0.0,-10.826902435109918
1542970220228,30.69,385.0,41.55,0.0,-10.841139371931037
1542970220228,30.69,385.0,41.55,0.0,-10.818015331352733
1542970221139,30.69,385.0,41.55,0.0,-7.781008117720091
1542970222211,30.68,385.0,41.54,0.0,-9.22025165923948
1542970223210,30.68,385.0,41.53,0.0,-7.057718197859459
1542970224264,30.66,385.0,41.53,0.0,-7.108520190269706
1542970226315,30.65,385.0,41.53,0.0,-10.821883063338168
1542970226315,30.65,385.0,41.53,0.0,-10.84262967667854
1542970226315,30.65,385.0,41.53,0.0,-10.804514975735607
1542970226315,30.65,385.0,41.53,0.0,-10.855579791861107
1542970227265,30.65,385.0,41.53,0.0,-8.06773080280252
1542970228307,30.64,385.0,41.52,0.0,-9.275778082414927
1542970229302,30.64,385.0,41.51,0.0,-7.8365321334286175
1542970230352,30.63,384.0,41.51,0.0,-10.85199986432712
1542970231209,30.63,384.0,41.51,0.0,-7.202799408645638
1542970233217,30.62,384.0,41.5,0.0,-10.829453627301543
1542970233217,30.62,384.0,41.5,0.0,-10.805207744248742
1542970233217,30.62,384.0,41.5,0.0,-10.810642405535226
1542970233217,30.62,384.0,41.5,0.0,-8.032022176465892
1542970235128,30.6,384.0,41.5,0.0,-10.817640063402704
1542970235128,30.6,384.0,41.5,0.0,-10.808507719416058
1542970236465,30.6,384.0,41.5,0.0,-10.849746328439831
1542970236465,30.6,384.0,41.5,0.0,-10.832395851423936
1542970236465,30.6,384.0,41.5,0.0,-10.845906259925773
1542970236465,30.6,384.0,41.5,0.0,-7.048963952176876
1542970239307,30.58,384.0,41.48,0.0,-10.836402708574463
1542970239307,30.58,384.0,41.48,0.0,-10.850110218617369
1542970239307,30.58,384.0,41.48,0.0,-10.813912565151186
1542970239307,30.58,384.0,41.48,0.0,-7.249055132999
1542970241134,30.57,384.0,41.48,0.0,-10.84427586670171
1542970241134,30.57,384.0,41.48,0.0,-8.039102101805872
1542970242212,30.56,384.0,41.48,0.0,-10.816935313639068
1542970242212,30.56,384.0,41.48,0.0,-6.814663296478626
1542970244210,30.55,384.0,41.47,0.0,-10.82458685624241
1542970244210,30.55,384.0,41.47,0.0,-10.832689361277383
1542970244210,30.55,384.0,41.47,0.0,-10.814620428322504
1542970244210,30.55,384.0,41.47,0.0,-10.83529605258096
1542970245414,30.55,384.0,41.47,0.0,-6.857525951677034
1542970246211,30.54,384.0,41.46,0.0,-7.264259398668305
1542970248309,30.53,384.0,41.46,0.0,-10.829080727894608
1542970248309,30.53,384.0,41.46,0.0,-10.82656339519449
1542970248309,30.53,384.0,41.46,0.0,-10.815729244838847
1542970248309,30.53,384.0,41.46,0.0,-7.047171674213815
1542970250310,30.52,384.0,41.46,0.0,-10.80554747673841
1542970250310,30.52,384.0,41.46,0.0,-10.847379757173835
1542970250310,30.52,384.0,41.46,0.0,-10.807270502590839
1542970250310,30.52,384.0,41.46,0.0,-10.804261407378704
1542970251510,30.52,384.0,41.46,0.0,-10.822899021980623
1542970251510,30.52,384.0,41.46,0.0,-6.875450836717579
1542970254410,30.51,384.0,41.45,0.0,-10.817732099287392
1542970254410,30.51,384.0,41.45,0.0,-10.823195497597428
1542970254410,30.51,384.0,41.45,0.0,-10.813063080344296
1542970254410,30.51,384.0,41.45,0.0,-10.811424503166863
1542970255610,30.51,384.0,41.45,0.0,-10.815540562863383
1542970255610,30.51,384.0,41.45,0.0,-7.086398856830415
1542970256466,30.5,384.0,41.44,0.0,-10.823212355442893
1542970257610,30.5,384.0,41.44,0.0,-7.393914375596991
