podkin_drova,timestamps,temp
False,1542993479387,26.37
False,1542993480391,26.36
False,1542993481548,26.36
False,1542993482754,26.31
False,1542993483549,26.37
False,1542993484493,26.38
False,1542993485511,26.35
False,1542993486531,26.35
False,1542993487653,26.35
False,1542993488587,26.35
False,1542993489592,26.36
False,1542993490615,26.38
False,1542993491643,26.39
False,1542993492650,26.35
False,1542993493749,26.38
False,1542993494711,26.36
False,1542993495450,26.34
False,1542993496396,26.33
False,1542993497452,26.38
False,1542993498811,26.37
False,1542993499853,26.34
False,1542993500852,26.32
False,1542993501548,26.35
False,1542993502453,26.37
False,1542993503550,26.35
False,1542993504941,26.33
False,1542993505987,26.32
False,1542993506550,26.36
False,1542993507452,26.29
False,1542993508453,26.32
False,1542993509652,26.3
False,1542993510453,26.34
False,1542993511453,26.31
False,1542993512453,26.3
False,1542993513454,26.3
False,1542993514550,26.32
False,1542993515750,26.29
False,1542993516550,26.3
False,1542993517451,26.26
False,1542993518453,26.28
False,1542993519454,26.32
False,1542993520653,26.34
False,1542993521453,26.31
False,1542993522454,26.3
False,1542993523451,26.29
False,1542993524452,26.33
False,1542993525551,26.32
False,1542993526751,26.3
False,1542993527551,26.28
False,1542993528454,26.26
False,1542993529453,26.27
False,1542993530461,26.28
False,1542993531661,26.28
False,1542993532521,26.27
False,1542993533542,26.25
False,1542993534588,26.25
False,1542993535588,26.28
False,1542993536602,26.3
False,1542993537749,26.24
False,1542993538643,26.28
False,1542993539663,26.26
False,1542993540703,26.23
False,1542993541722,26.29
False,1542993542741,26.23
False,1542993543854,26.28
False,1542993544789,26.25
False,1542993545550,26.24
False,1542993546462,26.25
False,1542993547551,26.24
False,1542993548942,26.23
False,1542993549988,26.18
False,1542993550989,26.23
False,1542993551550,26.2
False,1542993552472,26.21
False,1542993553661,26.22
False,1542993555052,26.19
False,1542993556093,26.23
False,1542993556661,26.21
False,1542993557478,26.21
False,1542993558549,26.19
False,1542993559749,26.17
False,1542993560548,26.18
False,1542993561548,26.19
False,1542993562549,26.19
False,1542993563550,26.19
False,1542993564652,26.21
False,1542993565851,26.17
False,1542993566652,26.17
False,1542993567549,26.16
False,1542993568549,26.16
False,1542993569549,26.17
False,1542993570749,26.18
False,1542993571549,26.13
False,1542993572547,26.16
False,1542993573550,26.15
False,1542993574550,26.16
False,1542993575652,26.13
False,1542993576853,26.16
False,1542993577653,26.14
False,1542993578589,26.14
False,1542993579589,26.17
False,1542993580603,26.16
False,1542993581749,26.15
False,1542993582645,26.13
False,1542993583662,26.11
False,1542993584693,26.14
False,1542993585713,26.12
False,1542993586733,26.12
False,1542993587859,26.14
False,1542993588789,26.15
False,1542993589793,26.13
False,1542993590814,26.13
False,1542993591549,26.14
False,1542993592904,26.11
False,1542993593947,26.12
False,1542993594942,26.14
False,1542993595674,26.15
False,1542993596550,26.13
False,1542993597652,26.11
False,1542993599045,26.11
False,1542993600053,26.1
False,1542993600651,26.09
False,1542993601547,26.07
False,1542993602548,26.08
False,1542993603748,26.06
False,1542993604550,26.08
False,1542993605548,26.06
False,1542993606559,26.05
False,1542993607549,26.06
False,1542993608651,26.06
False,1542993609860,26.03
False,1542993610652,26.09
False,1542993611554,26.09
False,1542993612556,26.11
False,1542993613590,26.06
False,1542993614749,26.04
False,1542993615948,26.05
False,1542993616753,26.06
False,1542993617590,26.04
False,1542993618590,26.05
False,1542993619660,26.03
False,1542993620852,26.04
False,1542993621664,26.04
False,1542993622590,26.04
False,1542993623590,26.04
False,1542993624589,26.02
False,1542993625749,26.02
False,1542993626949,26.02
False,1542993627748,25.99
False,1542993628654,26.01
False,1542993629695,25.99
False,1542993630714,26.01
False,1542993631863,25.99
False,1542993632753,26.02
False,1542993633790,25.96
False,1542993634795,26.01
False,1542993635814,26.01
False,1542993636847,25.97
False,1542993637953,25.97
False,1542993638894,25.97
False,1542993639651,26.0
False,1542993640651,26.01
False,1542993641655,25.99
False,1542993643004,25.97
False,1542993643653,25.96
False,1542993644685,26.01
False,1542993645681,25.98
False,1542993646747,25.98
False,1542993647761,25.98
False,1542993649114,25.93
False,1542993650149,25.97
False,1542993650749,25.95
False,1542993651663,25.98
False,1542993652651,26.0
False,1542993653860,25.98
False,1542993654652,25.97
False,1542993655657,25.96
False,1542993656650,25.94
False,1542993657650,25.96
False,1542993658749,26.0
False,1542993659949,25.99
False,1542993660749,25.94
False,1542993661650,25.94
False,1542993662657,25.96
False,1542993663651,25.95
False,1542993664850,25.95
False,1542993665649,25.92
False,1542993666666,25.92
False,1542993667652,25.95
False,1542993668653,25.97
False,1542993669748,25.94
False,1542993670950,25.91
False,1542993671750,25.93
False,1542993672651,25.92
False,1542993673660,25.95
False,1542993674660,25.93
False,1542993675850,25.92
False,1542993676697,25.91
False,1542993677715,25.95
False,1542993678735,25.92
False,1542993679755,25.9
False,1542993680793,25.89
False,1542993681950,25.89
False,1542993682816,25.9
False,1542993683848,25.87
False,1542993684856,25.9
False,1542993685897,25.87
False,1542993686916,25.87
False,1542993688061,25.9
False,1542993688683,25.85
False,1542993689685,25.91
False,1542993690683,25.91
False,1542993691748,25.88
False,1542993693097,25.89
False,1542993693749,25.89
False,1542993694751,25.87
False,1542993695683,25.89
False,1542993696749,25.87
False,1542993697852,25.85
False,1542993699207,25.86
False,1542993699872,25.86
False,1542993700878,25.85
False,1542993701748,25.85
False,1542993702748,25.81
False,1542993703948,25.87
False,1542993704750,25.87
False,1542993705748,25.87
False,1542993706749,25.9
False,1542993707749,25.86
False,1542993708851,25.85
False,1542993710060,25.84
False,1542993710852,25.85
False,1542993711749,25.85
False,1542993712749,25.84
False,1542993713748,25.84
False,1542993714948,25.86
False,1542993715749,25.85
False,1542993716750,25.83
False,1542993717750,25.85
False,1542993718747,25.87
False,1542993719852,25.84
False,1542993721052,25.83
False,1542993721851,25.82
False,1542993722747,25.86
False,1542993723748,25.81
False,1542993724748,25.83
False,1542993725949,25.84
False,1542993726792,25.82
False,1542993727797,25.8
False,1542993728817,25.84
False,1542993729849,25.81
False,1542993730857,25.83
False,1542993732052,25.83
False,1542993732918,25.86
False,1542993733938,25.83
False,1542993734957,25.8
False,1542993735993,25.85
False,1542993736996,25.81
False,1542993738147,25.82
False,1542993739048,25.82
False,1542993740057,25.78
False,1542993740793,25.82
False,1542993741852,25.83
False,1542993743193,25.81
False,1542993743857,25.81
False,1542993744794,25.81
False,1542993745796,25.81
False,1542993746762,25.8
False,1542993747952,25.79
False,1542993749307,25.78
False,1542993749949,25.78
False,1542993750851,25.77
False,1542993751793,25.84
False,1542993752853,25.81
False,1542993754053,25.76
False,1542993754853,25.77
False,1542993756149,25.75
False,1542993757051,25.81
False,1542993758052,25.8
False,1542993759054,25.75
False,1542993759852,25.76
False,1542993760793,25.78
False,1542993761851,25.76
False,1542993762852,25.79
False,1542993763949,25.76
False,1542993765149,25.74
False,1542993765949,25.76
False,1542993766851,25.75
False,1542993767854,25.75
False,1542993768851,25.75
False,1542993770052,25.73
False,1542993770852,25.71
False,1542993771850,25.72
False,1542993772850,25.7
False,1542993773849,25.74
False,1542993774946,25.74
False,1542993776149,25.7
False,1542993776949,25.73
False,1542993777937,25.72
False,1542993778957,25.72
False,1542993779993,25.7
False,1542993781052,25.72
False,1542993782018,25.72
False,1542993783049,25.72
False,1542993784058,25.75
False,1542993785099,25.72
False,1542993786118,25.7
False,1542993787149,25.68
False,1542993788157,25.71
False,1542993788851,25.71
False,1542993789852,25.69
False,1542993790852,25.7
False,1542993792217,25.68
False,1542993792906,25.68
False,1542993793896,25.69
False,1542993794896,25.67
False,1542993795906,25.7
False,1542993796948,25.69
False,1542993798348,25.69
False,1542993798948,25.69
False,1542993799960,25.72
False,1542993800891,25.68
False,1542993801892,25.67
False,1542993803050,25.66
False,1542993803902,25.65
False,1542993804893,25.65
False,1542993805896,25.66
False,1542993806896,25.65
False,1542993807952,25.65
False,1542993809148,25.65
False,1542993809947,25.63
False,1542993810941,25.65
False,1542993811995,25.67
False,1542993813009,25.63
False,1542993814050,25.63
False,1542993815080,25.62
False,1542993816084,25.65
False,1542993816994,25.65
False,1542993818101,25.63
False,1542993818946,25.66
False,1542993820146,25.64
False,1542993820946,25.59
False,1542993821947,25.62
False,1542993823215,25.64
False,1542993823920,25.64
False,1542993825051,25.63
False,1542993826250,25.63
False,1542993827050,25.63
False,1542993827958,25.6
False,1542993828995,25.59
False,1542993829999,25.61
False,1542993831150,25.6
False,1542993832051,25.58
False,1542993833051,25.6
False,1542993834069,25.59
False,1542993835110,25.62
False,1542993836130,25.62
False,1542993837251,25.59
False,1542993838196,25.59
False,1542993840545,25.59
False,1542993841219,25.59
False,1542993842281,25.57
False,1542993843259,25.58
False,1542993843949,25.58
False,1542993844955,25.57
False,1542993845947,25.59
False,1542993847360,25.6
False,1542993848396,25.57
False,1542993849400,25.56
False,1542993850058,25.56
False,1542993850996,25.56
False,1542993852052,25.55
False,1542993853459,25.58
False,1542993854499,25.56
False,1542993855250,25.55
False,1542993856080,25.55
False,1542993857146,25.55
False,1542993858147,25.53
False,1542993858996,25.55
False,1542993859996,25.55
False,1542993860996,25.54
False,1542993861999,25.56
False,1542993863050,25.55
False,1542993864252,25.58
False,1542993865051,25.58
False,1542993866081,25.53
False,1542993867087,25.56
False,1542993867996,25.51
False,1542993869148,25.53
False,1542993870138,25.54
False,1542993871196,25.53
False,1542993872208,25.54
False,1542993873257,25.52
False,1542993874064,25.52
False,1542993875252,25.53
False,1542993876058,25.53
False,1542993877297,25.57
False,1542993878020,25.57
False,1542993879051,25.53
False,1542993880147,25.51
False,1542993881347,25.53
False,1542993882119,25.53
False,1542993883140,25.52
False,1542993884161,25.52
False,1542993885196,25.54
False,1542993886251,25.47
False,1542993887220,25.47
False,1542993888251,25.5
False,1542993889260,25.48
False,1542993890023,25.48
False,1542993891339,25.48
False,1542993892360,25.5
False,1542993893397,25.49
False,1542993894051,25.49
False,1542993895058,25.49
False,1542993896451,25.5
False,1542993897453,25.52
False,1542993898164,25.52
False,1542993899164,25.44
False,1542993900165,25.41
False,1542993901162,25.46
False,1542993902197,25.46
False,1542993903600,25.5
False,1542993904620,25.49
False,1542993905348,25.48
False,1542993906196,25.48
False,1542993907162,25.46
False,1542993908258,25.44
False,1542993909196,25.44
False,1542993910196,25.44
False,1542993911197,25.45
False,1542993912197,25.43
False,1542993913197,25.46
False,1542993914348,25.43
False,1542993915196,25.43
False,1542993916196,25.36
False,1542993917196,25.41
False,1542993918196,25.44
False,1542993919252,25.42
False,1542993920197,25.42
False,1542993921214,25.41
False,1542993922261,25.42
False,1542993923283,25.4
False,1542993924283,25.41
False,1542993925348,25.41
False,1542993926304,25.43
False,1542993927569,25.41
False,1542993928345,25.45
False,1542993929397,25.4
False,1542993930258,25.38
False,1542993931211,25.38
False,1542993932252,25.43
False,1542993933252,25.42
False,1542993934272,25.39
False,1542993935311,25.42
False,1542993936350,25.36
False,1542993937351,25.37
False,1542993938397,25.39
False,1542993939397,25.42
False,1542993940414,25.39
False,1542993941453,25.36
False,1542993942454,25.38
False,1542993943215,25.38
False,1542993944216,25.37
False,1542993945213,25.38
False,1542993946216,25.4
False,1542993947597,25.4
False,1542993948601,25.38
False,1542993949347,25.36
False,1542993950225,25.36
False,1542993951252,25.35
False,1542993952269,25.32
False,1542993953453,25.36
False,1542993954259,25.36
False,1542993955253,25.37
False,1542993956253,25.37
False,1542993957251,25.34
False,1542993958348,25.34
False,1542993959252,25.35
False,1542993960254,25.37
False,1542993961252,25.37
False,1542993962252,25.35
False,1542993963253,25.32
False,1542993964453,25.35
False,1542993965255,25.27
False,1542993966253,25.31
False,1542993967252,25.3
False,1542993968263,25.3
False,1542993969348,25.27
False,1542993970287,25.25
False,1542993971305,25.31
False,1542993972598,25.3
False,1542993973335,25.28
False,1542993974397,25.27
False,1542993975453,25.26
False,1542993976263,25.26
False,1542993977464,25.25
False,1542993978398,25.25
False,1542993979484,25.25
False,1542993980346,25.24
False,1542993981351,25.22
False,1542993982398,25.27
False,1542993983597,25.31
False,1542993984461,25.27
False,1542993985453,25.22
False,1542993986453,25.23
False,1542993987472,25.28
False,1542993988512,25.25
False,1542993989532,25.23
False,1542993990276,25.23
False,1542993991346,25.22
False,1542993992281,25.23
False,1542993993281,25.19
False,1542993994282,25.19
False,1542993995283,25.22
False,1542993996293,25.17
False,1542993997457,25.15
False,1542993998300,25.15
False,1542993999295,25.13
False,1542994000304,25.14
False,1542994001452,25.15
False,1542994002454,25.13
False,1542994003454,25.12
False,1542994004453,25.08
False,1542994005458,25.1
False,1542994006454,25.08
False,1542994007456,25.07
False,1542994008499,25.1
False,1542994009460,25.05
False,1542994010462,25.07
False,1542994011463,25.04
False,1542994012464,25.05
False,1542994013465,25.0
False,1542994014466,25.01
False,1542994015470,24.99
False,1542994016470,25.01
False,1542994017470,25.02
False,1542994018471,24.99
False,1542994019497,24.98
False,1542994020473,24.99
False,1542994021474,25.0
False,1542994022475,25.0
False,1542994023475,24.98
False,1542994024476,24.96
False,1542994025546,25.03
False,1542994026488,25.01
False,1542994027492,25.02
False,1542994028516,25.0
False,1542994029532,24.97
False,1542994030546,24.99
False,1542994031512,24.98
False,1542994032533,25.01
False,1542994033553,25.03
False,1542994034685,24.98
False,1542994035684,24.97
False,1542994036613,24.98
False,1542994037654,24.96
False,1542994038654,24.97
False,1542994039673,24.96
False,1542994040713,24.97
False,1542994041733,24.93
False,1542994042752,24.96
False,1542994043511,24.96
False,1542994044509,24.97
False,1542994045510,24.97
False,1542994046515,24.93
False,1542994047547,24.98
False,1542994048518,24.96
False,1542994049519,24.95
False,1542994050521,24.96
False,1542994051516,24.93
False,1542994052523,24.95
False,1542994053524,24.98
False,1542994054526,24.95
False,1542994055529,24.97
False,1542994056532,24.93
False,1542994057550,24.96
False,1542994058548,24.96
False,1542994059535,24.93
False,1542994060535,24.95
False,1542994061537,24.96
False,1542994062543,24.93
False,1542994063539,24.97
False,1542994064540,24.94
False,1542994065543,24.98
False,1542994066544,24.92
False,1542994067545,24.94
False,1542994068545,24.9
False,1542994069599,24.95
False,1542994070556,24.99
False,1542994071551,24.96
False,1542994072553,24.93
False,1542994073571,24.94
False,1542994074558,24.91
False,1542994075554,24.91
False,1542994076555,24.91
False,1542994077549,24.89
False,1542994078567,24.91
False,1542994079600,24.91
False,1542994080604,24.92
False,1542994081624,24.93
False,1542994082656,24.93
False,1542994083686,24.95
False,1542994084703,24.92
False,1542994085723,24.92
False,1542994086744,24.91
False,1542994087764,24.89
False,1542994088799,24.9
False,1542994089804,24.91
False,1542994090824,24.93
False,1542994091889,24.93
False,1542994092863,24.93
False,1542994093600,24.89
False,1542994094600,24.91
False,1542994095570,24.96
False,1542994096571,24.93
False,1542994097655,24.91
False,1542994098601,24.95
False,1542994099600,24.89
False,1542994100600,24.9
False,1542994101618,24.91
False,1542994102600,24.94
False,1542994103600,24.9
False,1542994104600,24.87
False,1542994105600,24.88
False,1542994106712,24.89
False,1542994107717,24.88
False,1542994108717,24.9
False,1542994109719,24.87
False,1542994110717,24.88
False,1542994111721,24.92
False,1542994112723,24.92
False,1542994113724,24.86
False,1542994115058,24.85
False,1542994115727,24.85
False,1542994116731,24.89
False,1542994117732,24.88
False,1542994118737,24.89
False,1542994119728,24.91
False,1542994120736,24.87
False,1542994121738,24.89
False,1542994122734,24.86
False,1542994123740,24.86
False,1542994124741,24.87
False,1542994125743,24.87
False,1542994126747,24.86
False,1542994127744,24.89
False,1542994128745,24.87
False,1542994129746,24.87
False,1542994130749,24.87
False,1542994131747,24.86
False,1542994132750,24.86
False,1542994133800,24.84
False,1542994134803,24.85
False,1542994135862,24.84
False,1542994136886,24.85
False,1542994137888,24.87
False,1542994138856,24.8
False,1542994139905,24.85
False,1542994140915,24.84
False,1542994141935,24.84
False,1542994142955,24.8
False,1542994144001,24.83
False,1542994145001,24.79
False,1542994146063,24.81
False,1542994147058,24.84
False,1542994148084,24.83
False,1542994149067,24.8
False,1542994150121,24.81
False,1542994150801,24.82
False,1542994151801,24.83
False,1542994152801,24.83
False,1542994153801,24.81
False,1542994154801,24.82
False,1542994155802,24.82
False,1542994156802,24.83
False,1542994157802,24.83
False,1542994158801,24.79
False,1542994159801,24.81
False,1542994160801,24.81
False,1542994161801,24.8
False,1542994162817,24.81
False,1542994163801,24.74
False,1542994164802,24.81
False,1542994165801,24.83
False,1542994166803,24.82
False,1542994167802,24.83
False,1542994168807,24.84
False,1542994169807,24.81
False,1542994170809,24.83
False,1542994171810,24.79
False,1542994172811,24.84
False,1542994173812,24.83
False,1542994174814,24.79
False,1542994175816,24.77
False,1542994176817,24.83
False,1542994177817,24.8
False,1542994178820,24.78
False,1542994179820,24.8
False,1542994180820,24.82
False,1542994181822,24.8
False,1542994182824,24.8
False,1542994183865,24.77
False,1542994184857,24.83
False,1542994185888,24.82
False,1542994186906,24.8
False,1542994187926,24.79
False,1542994188946,24.78
False,1542994190002,24.82
False,1542994191002,24.8
False,1542994192026,24.81
False,1542994193015,24.78
False,1542994194088,24.79
False,1542994195058,24.8
False,1542994196076,24.81
False,1542994196858,24.8
False,1542994197858,24.8
False,1542994198857,24.8
False,1542994199859,24.79
False,1542994200863,24.78
False,1542994202258,24.8
False,1542994202861,24.8
False,1542994203867,24.79
False,1542994204869,24.78
False,1542994205870,24.75
False,1542994206872,24.77
False,1542994207874,24.78
False,1542994208876,24.77
False,1542994209880,24.77
False,1542994210880,24.78
False,1542994211877,24.77
False,1542994212883,24.76
False,1542994213886,24.73
False,1542994214888,24.77
False,1542994215891,24.78
False,1542994216893,24.79
False,1542994217949,24.76
False,1542994219149,24.77
False,1542994219949,24.75
False,1542994220902,24.77
False,1542994221903,24.74
False,1542994222905,24.76
False,1542994223908,24.75
False,1542994224910,24.73
False,1542994225911,24.77
False,1542994226911,24.73
False,1542994227912,24.75
False,1542994228912,24.73
False,1542994229914,24.75
False,1542994230913,24.73
False,1542994231912,24.74
False,1542994232928,24.75
False,1542994233949,24.73
False,1542994234968,24.74
False,1542994236004,24.72
False,1542994237007,24.75
False,1542994238018,24.71
False,1542994239069,24.75
False,1542994240060,24.7
False,1542994241077,24.73
False,1542994242117,24.72
False,1542994243137,24.7
False,1542994244149,24.7
False,1542994245168,24.7
False,1542994246460,24.73
False,1542994247404,24.74
False,1542994248228,24.74
False,1542994249268,24.69
False,1542994249942,24.71
False,1542994250943,24.74
False,1542994251946,24.7
False,1542994252953,24.69
False,1542994253948,24.7
False,1542994254963,24.67
False,1542994256004,24.68
False,1542994256965,24.61
False,1542994257963,24.67
False,1542994258965,24.63
False,1542994259966,24.69
False,1542994260971,24.68
False,1542994261970,24.66
False,1542994262973,24.68
False,1542994263976,24.69
False,1542994265605,24.67
False,1542994266012,24.67
False,1542994267004,24.64
False,1542994268004,24.7
False,1542994269005,24.66
False,1542994270005,24.63
False,1542994271005,24.68
False,1542994272005,24.64
False,1542994273005,24.62
False,1542994274005,24.62
False,1542994275005,24.64
False,1542994276004,24.65
False,1542994277006,24.63
False,1542994278005,24.65
False,1542994279005,24.64
False,1542994280005,24.63
False,1542994281005,24.63
False,1542994282005,24.6
False,1542994283005,24.62
False,1542994284006,24.62
False,1542994285010,24.63
False,1542994286020,24.61
False,1542994287061,24.62
False,1542994288061,24.61
False,1542994289132,24.67
False,1542994290109,24.65
False,1542994291129,24.6
False,1542994292149,24.59
False,1542994293170,24.58
False,1542994294205,24.6
False,1542994295210,24.59
False,1542994296230,24.64
False,1542994297261,24.6
False,1542994298270,24.6
False,1542994299029,24.59
False,1542994300029,24.59
False,1542994301032,24.56
False,1542994302060,24.6
False,1542994303061,24.58
False,1542994304061,24.55
False,1542994305061,24.55
False,1542994306061,24.61
False,1542994307061,24.59
False,1542994308062,24.59
False,1542994309061,24.54
False,1542994310060,24.59
False,1542994311068,24.59
False,1542994312062,24.58
False,1542994313061,24.58
False,1542994314364,24.57
False,1542994315064,24.57
False,1542994316065,24.58
False,1542994317095,24.58
False,1542994318067,24.57
False,1542994319069,24.56
False,1542994320072,24.53
False,1542994321074,24.56
False,1542994322079,24.56
False,1542994323077,24.57
False,1542994324078,24.55
False,1542994325101,24.54
False,1542994326086,24.54
False,1542994327083,24.55
False,1542994328097,24.53
False,1542994329084,24.53
False,1542994330082,24.55
False,1542994331086,24.56
False,1542994332087,24.53
False,1542994333087,24.52
False,1542994334092,24.54
False,1542994335121,24.52
False,1542994336141,24.53
False,1542994337161,24.53
False,1542994338211,24.51
False,1542994339207,24.53
False,1542994340221,24.52
False,1542994341263,24.51
False,1542994342263,24.5
False,1542994343282,24.51
False,1542994344321,24.47
False,1542994345341,24.53
False,1542994346361,24.52
False,1542994347110,24.52
False,1542994348108,24.48
False,1542994349113,24.51
False,1542994350471,24.56
False,1542994351520,24.53
False,1542994352531,24.5
False,1542994353280,24.5
False,1542994354123,24.46
False,1542994355124,24.47
False,1542994356125,24.48
False,1542994357128,24.5
False,1542994358130,24.45
False,1542994359134,24.47
False,1542994360138,24.47
False,1542994361139,24.45
False,1542994362141,24.48
False,1542994363142,24.44
False,1542994364159,24.47
False,1542994365142,24.43
False,1542994366144,24.5
False,1542994367208,24.46
False,1542994368149,24.43
False,1542994369152,24.49
False,1542994370154,24.47
False,1542994371155,24.45
False,1542994372155,24.41
False,1542994373158,24.39
False,1542994374160,24.44
False,1542994375165,24.46
False,1542994376162,24.43
False,1542994377164,24.4
False,1542994378209,24.45
False,1542994379165,24.42
False,1542994380166,24.41
False,1542994381208,24.42
False,1542994382208,24.42
False,1542994383213,24.44
False,1542994384233,24.42
False,1542994385264,24.4
False,1542994386273,24.4
False,1542994387313,24.39
False,1542994388333,24.4
False,1542994389359,24.42
False,1542994390372,24.41
False,1542994391410,24.39
False,1542994392412,24.41
False,1542994393433,24.4
False,1542994394463,24.38
False,1542994395476,24.39
False,1542994396517,24.43
False,1542994397533,24.39
False,1542994398553,24.41
False,1542994399573,24.4
False,1542994400610,24.4
False,1542994401352,24.4
False,1542994402209,24.41
False,1542994403209,24.41
False,1542994404208,24.38
False,1542994405208,24.38
False,1542994406209,24.4
False,1542994407209,24.38
False,1542994408209,24.38
False,1542994409209,24.39
False,1542994410209,24.35
False,1542994411209,24.36
False,1542994412210,24.36
False,1542994413211,24.35
False,1542994414211,24.37
False,1542994415217,24.37
False,1542994416218,24.35
False,1542994417219,24.37
False,1542994418222,24.33
False,1542994419225,24.31
False,1542994420227,24.35
False,1542994421228,24.35
False,1542994422229,24.33
False,1542994423230,24.35
False,1542994424231,24.33
False,1542994425234,24.34
False,1542994426235,24.37
False,1542994427237,24.35
False,1542994428237,24.33
False,1542994429264,24.32
False,1542994430266,24.32
False,1542994431273,24.31
False,1542994432314,24.33
False,1542994433334,24.35
False,1542994434354,24.34
False,1542994435374,24.31
False,1542994436410,24.27
False,1542994437415,24.31
False,1542994438435,24.29
False,1542994439466,24.28
False,1542994440474,24.27
False,1542994441514,24.29
False,1542994442535,24.32
False,1542994443295,24.32
False,1542994444308,24.29
False,1542994445265,24.29
False,1542994446265,24.29
False,1542994447266,24.28
False,1542994448271,24.26
False,1542994449265,24.28
False,1542994450267,24.32
False,1542994451270,24.27
False,1542994452271,24.27
False,1542994453275,24.26
False,1542994454272,24.27
False,1542994455276,24.31
False,1542994456351,24.24
False,1542994457281,24.26
False,1542994458281,24.24
False,1542994459284,24.28
False,1542994460287,24.28
False,1542994461289,24.29
False,1542994462290,24.24
False,1542994463294,24.27
False,1542994464296,24.27
False,1542994465298,24.25
False,1542994466299,24.23
False,1542994467300,24.22
False,1542994468302,24.25
False,1542994469305,24.21
False,1542994470307,24.26
False,1542994471309,24.27
False,1542994472311,24.22
False,1542994473311,24.24
False,1542994474314,24.23
False,1542994475315,24.23
False,1542994476317,24.28
False,1542994477319,24.24
False,1542994478326,24.2
False,1542994479345,24.22
False,1542994480365,24.21
False,1542994481411,24.22
False,1542994482411,24.22
False,1542994483426,24.17
False,1542994484467,24.18
False,1542994485467,24.19
False,1542994486485,24.17
False,1542994487526,24.2
False,1542994488545,24.2
False,1542994489565,24.23
False,1542994490611,24.18
False,1542994491336,24.18
False,1542994492336,24.21
False,1542994493337,24.18
False,1542994494342,24.21
False,1542994495346,24.21
False,1542994496348,24.19
False,1542994497354,24.2
False,1542994498352,24.22
False,1542994499475,24.21
False,1542994500371,24.21
False,1542994501360,24.24
False,1542994502359,24.18
False,1542994503361,24.19
False,1542994504362,24.18
False,1542994505552,24.19
False,1542994506467,24.18
False,1542994507367,24.18
False,1542994508371,24.19
False,1542994509373,24.26
False,1542994510373,24.21
False,1542994511412,24.16
False,1542994512374,24.2
False,1542994513376,24.17
False,1542994514379,24.16
False,1542994515380,24.15
False,1542994516381,24.18
False,1542994517382,24.14
False,1542994518383,24.14
False,1542994519411,24.12
False,1542994520413,24.11
False,1542994521412,24.14
False,1542994522412,24.11
False,1542994523412,24.14
False,1542994524412,24.15
False,1542994525412,24.14
False,1542994526412,24.15
False,1542994527412,24.16
False,1542994528413,24.13
False,1542994529427,24.13
False,1542994530468,24.12
False,1542994531468,24.1
False,1542994532486,24.13
False,1542994533527,24.14
False,1542994534547,24.17
False,1542994535575,24.13
False,1542994536631,24.12
False,1542994537612,24.13
False,1542994538627,24.12
False,1542994539668,24.14
False,1542994540698,24.1
False,1542994541687,24.12
False,1542994542418,24.14
False,1542994543419,24.12
False,1542994544420,24.11
False,1542994545429,24.09
False,1542994546422,24.13
False,1542994547425,24.11
False,1542994548426,24.14
False,1542994549501,24.12
False,1542994550468,24.07
False,1542994551518,24.13
False,1542994552434,24.1
False,1542994553431,24.08
False,1542994554435,24.08
False,1542994555469,24.09
False,1542994556468,24.08
False,1542994557468,24.09
False,1542994558468,24.06
False,1542994559468,24.08
False,1542994560468,24.08
False,1542994561469,24.07
False,1542994562469,24.07
False,1542994563469,24.09
False,1542994564469,24.07
False,1542994565469,24.04
False,1542994566472,24.09
False,1542994567552,24.06
False,1542994568468,24.07
False,1542994569471,24.09
False,1542994570473,24.05
False,1542994571474,24.08
False,1542994572476,24.07
False,1542994573477,24.04
False,1542994574481,24.06
False,1542994575482,24.03
False,1542994576484,24.05
False,1542994577485,24.06
False,1542994578486,24.02
False,1542994579489,24.07
False,1542994580490,24.04
False,1542994581528,24.05
False,1542994582548,24.06
False,1542994583568,24.03
False,1542994584614,24.05
False,1542994585614,24.02
False,1542994586628,24.04
False,1542994587670,24.04
False,1542994588670,23.99
False,1542994589689,24.04
False,1542994590870,24.03
False,1542994591748,24.01
False,1542994592507,24.0
False,1542994593507,23.99
False,1542994594510,24.03
False,1542994595513,24.01
False,1542994596515,24.01
False,1542994597518,24.0
False,1542994598520,24.01
False,1542994599549,23.99
False,1542994600524,23.96
False,1542994601533,24.0
False,1542994602529,24.01
False,1542994603532,23.99
False,1542994604535,23.97
False,1542994605537,23.96
False,1542994606541,24.01
False,1542994607547,24.0
False,1542994608544,23.99
False,1542994609546,24.0
False,1542994610547,23.99
False,1542994611563,23.99
False,1542994612552,23.96
False,1542994613555,23.97
False,1542994614557,23.97
False,1542994615564,23.97
False,1542994616560,23.97
False,1542994617561,23.98
False,1542994618564,23.95
False,1542994619570,23.95
False,1542994620567,23.97
False,1542994621568,23.94
False,1542994622570,24.0
False,1542994623578,23.96
False,1542994624576,23.93
False,1542994625580,23.94
False,1542994626582,23.95
False,1542994627582,23.94
False,1542994628585,23.96
False,1542994629616,23.95
False,1542994630616,23.96
False,1542994631629,23.98
False,1542994632670,23.94
False,1542994633672,23.95
False,1542994634753,23.97
False,1542994635720,23.89
False,1542994636748,23.94
False,1542994637761,23.96
False,1542994638780,23.92
False,1542994639816,23.93
False,1542994640820,23.93
False,1542994641840,23.93
False,1542994642616,23.93
False,1542994643615,23.95
False,1542994644615,23.92
False,1542994645615,23.89
False,1542994646616,23.89
